alpha,public,urban,healthcentre,primary,secondary,tertiary,logVisits,sigma,sigma_c,Ethiopia,Georgia,India,Kenya,Philippines
1.52066,-0.65767,0.25532,0.441305,0.26743,0.69993,0.554615,-0.234531,0.74777,0.183845,0.110981,0.19257,-0.281378,0.0208997,-0.137089
1.12102,-0.514883,0.123138,0.686149,0.305046,0.804208,1.05677,-0.24798,0.661299,0.384619,0.448519,0.406785,-0.254309,0.104934,-0.241891
1.39077,-0.368206,0.256111,0.689736,0.572702,1.01942,0.862928,-0.255491,0.687813,0.291023,-0.138841,-0.156849,-0.672995,-0.390472,-0.610294
1.26176,-0.442355,0.0909647,0.498905,0.24223,0.607242,0.574128,-0.180047,0.719613,0.627844,0.310862,0.50947,-0.721845,0.12138,0.0363983
1.78681,-0.807398,0.123568,0.630352,0.189004,0.977504,0.298043,-0.271932,0.700258,0.504651,0.0396607,0.0792703,-0.980098,-0.640747,-0.4611
1.31043,-0.544002,0.21684,0.730518,0.817872,1.01695,1.0229,-0.285586,0.692564,0.487745,-0.0496952,-0.238121,-0.792242,-0.029977,-0.35351
0.847382,-0.373919,0.500891,0.729754,0.470169,0.911696,0.814577,-0.301137,0.669948,0.311124,0.132938,0.0236316,-0.350821,0.119425,-0.190732
0.966407,-0.62993,0.317694,0.937517,0.74527,0.933541,0.863939,-0.347626,0.71244,0.13536,0.366411,0.092344,-0.229661,0.118279,-0.133192
0.877487,-0.50267,0.0623515,1.0452,0.678624,1.35464,1.44312,-0.288194,0.671185,0.225055,0.101327,0.268984,-0.572013,0.295441,0.0502363
1.73395,-0.418451,0.0882308,0.765238,0.675194,1.31752,0.986524,-0.269983,0.588428,0.67635,-0.409432,-0.445707,-1.10534,-1.10118,-0.881748
1.45076,-0.59393,0.378201,0.160388,0.445247,0.68577,0.563531,-0.150935,0.742751,0.337666,0.262293,0.331507,-0.593329,-0.445038,-0.370926
1.6618,-0.757946,0.456247,0.514483,0.248711,0.413071,0.391467,-0.101054,0.659459,0.257405,0.217631,0.178703,-0.576312,-0.0757168,-0.318299
1.5982,-0.755031,0.386002,0.316055,-0.0284412,0.434774,0.244752,-0.231727,0.759048,0.383469,0.24029,0.163161,-0.530335,0.0152498,-0.0851456
0.658988,-0.479478,0.218556,0.994393,1.00839,1.47367,1.38234,-0.315879,0.688066,0.353693,0.116363,0.0815031,-0.234444,0.1017,-0.0681698
0.764406,-0.321405,0.439918,0.626612,0.853404,1.08555,0.756868,-0.239608,0.683698,0.598641,0.424023,0.108626,-0.563524,-0.0211664,-0.00103212
0.855861,-0.405046,0.453148,0.728303,0.541431,1.01238,0.682231,-0.173811,0.600436,0.425517,0.218563,0.456026,-0.442387,-0.066394,-0.0188632
1.10174,-0.63766,0.18592,1.0173,0.783288,1.38969,0.81321,-0.247873,0.601398,0.343117,0.321094,-0.0730574,-0.798949,-0.161339,-0.106794
1.12781,-0.694461,0.478405,0.717477,0.299621,0.696944,0.336169,-0.288493,0.798233,0.412262,0.297638,0.19702,-0.370163,0.237704,-0.0935676
1.25907,-0.626419,0.226162,0.6312,0.669343,0.961777,0.707302,-0.243203,0.653598,0.544897,0.327709,0.137594,-0.420775,0.0955074,-0.433871
0.607756,-0.415299,0.286503,0.901047,0.872045,1.51368,1.42652,-0.262485,0.683138,0.255836,0.305526,0.187814,-0.381705,-0.017587,0.223626
0.876144,-0.379284,0.258313,0.547405,0.603346,1.18793,0.920289,-0.238288,0.646927,0.32969,0.393423,0.421199,-0.328571,0.224087,0.0177877
0.988855,-0.557251,0.145417,0.64135,0.734364,1.24808,1.09122,-0.309894,0.69498,0.250833,0.642794,0.311609,-0.305597,0.0879001,-0.0899278
1.21443,-0.605235,0.1973,0.326424,0.121097,0.564487,0.324151,-0.224674,0.64509,0.326105,0.706398,0.476427,-0.00686819,-0.0122094,0.090392
1.18718,-0.495192,0.0939322,0.824738,0.537177,0.980881,0.971999,-0.3729,0.693179,0.196778,0.420397,-0.0532207,-0.272145,0.16495,-0.204774
0.749509,-0.293572,0.44947,0.579556,0.294405,0.666816,0.468069,-0.212693,0.697366,0.518822,0.696301,0.376052,-0.171358,0.29226,0.284754
1.39544,-0.710922,0.286284,0.438614,0.350114,0.475411,0.358664,-0.223935,0.682048,0.482813,0.542654,0.15898,-0.192867,-0.21945,-0.196065
0.620598,-0.390777,0.382961,0.981607,0.833606,0.866563,0.771962,-0.234538,0.637539,0.192815,0.399983,0.348107,-0.146957,-0.0456378,-0.0321044
1.3103,-0.519577,0.0538777,0.332908,0.2684,0.732633,0.606915,-0.162901,0.699563,0.301414,0.693365,0.484162,-0.421588,0.305747,0.0730631
1.37234,-0.628666,0.127801,0.783342,0.853042,1.0689,1.01747,-0.17811,0.635418,0.331051,-0.0394732,0.0139741,-0.868261,-0.589236,-0.420199
1.04271,-0.612586,0.402239,0.712286,0.67898,1.03435,0.680573,-0.26481,0.813778,0.255256,0.48942,0.168698,-0.467979,-0.202673,-0.169885
1.39866,-0.39936,0.202944,0.661635,0.0848679,0.676439,0.561721,-0.175054,0.770674,0.455783,-0.106025,0.221322,-0.732081,-0.144922,-0.184884
0.326379,-0.277678,0.571939,0.843868,0.90986,1.04492,0.937752,-0.274266,0.691998,0.417357,0.592872,0.497926,-0.218348,0.102512,0.0967865
0.74563,-0.380375,0.372659,0.483262,0.816379,0.894612,0.560314,-0.246565,0.638324,0.49771,0.517836,0.487977,-0.253923,0.198904,0.130754
0.845869,-0.49886,0.488078,0.520093,0.608058,0.349578,1.09967,-0.326606,0.742972,0.292816,0.651637,-0.0178077,-0.0723178,-0.2306,-0.086491
0.973321,-0.309348,0.503771,0.878841,0.513103,0.985468,0.14656,-0.220636,0.719639,0.354932,0.231574,-0.121626,-0.545475,0.0409283,-0.278027
1.3538,-0.544191,0.093341,0.545095,0.669752,0.784518,0.561559,-0.32621,0.677622,0.366002,0.376975,0.0933751,-0.747446,-0.0898462,-0.283083
0.902989,-0.500017,0.288744,0.645922,0.577294,0.862602,0.827224,-0.281794,0.628891,0.511794,0.755683,0.580709,-0.366772,-0.0875437,-0.0622945
1.27007,-0.497469,0.179628,0.809382,0.759001,0.926096,1.27016,-0.231462,0.662863,0.536504,-0.017252,0.159014,-0.471143,-0.450209,-0.404368
1.62552,-0.602188,0.457802,0.549032,0.343786,0.421154,0.314813,-0.161316,0.768215,0.263699,0.0600251,-0.023146,-0.53826,-0.14571,-0.601777
0.808941,-0.320209,0.319171,0.865704,0.40755,1.24217,0.653417,-0.216523,0.787753,0.453174,0.307583,0.528381,-0.646968,0.128214,-0.13949
0.52231,-0.502112,0.71457,0.942877,0.413838,1.08719,0.56622,-0.247625,0.731116,0.500636,0.213059,0.277802,-0.270008,0.325636,0.230489
0.806844,-0.617305,0.0765871,0.622064,0.578544,0.965418,0.911679,-0.232369,0.745895,0.410438,0.714326,0.90891,0.0653317,0.29145,0.296263
0.315812,-0.289108,0.459196,0.829216,0.993348,1.70202,1.33218,-0.421788,0.712615,0.28039,0.468184,0.263134,-0.140364,-0.0534946,-0.157626
0.68876,-0.520239,0.316373,1.19316,0.784769,1.16593,1.10343,-0.226964,0.733154,0.787311,0.255131,0.412282,-0.733195,-0.147598,0.104328
0.915144,-0.602095,-0.103834,0.956828,0.964891,1.20839,1.39977,-0.351436,0.741081,0.259621,0.450404,0.4473,-0.163268,0.160098,0.0893444
1.05297,-0.448154,0.225617,0.860016,0.886598,0.921256,1.29464,-0.254101,0.756445,0.238702,0.115308,0.0957029,-0.418966,-0.100317,-0.243123
1.51517,-0.836115,0.315693,0.480685,0.14965,0.354086,0.29639,-0.182668,0.646778,0.285469,0.42872,0.297347,-0.488641,0.0230734,-0.132974
1.1904,-0.745764,0.206082,1.149,0.686356,1.40696,0.742506,-0.268925,0.76234,0.665333,0.0514765,-0.155879,-0.546211,-0.281612,-0.342522
1.26046,-0.531571,0.382627,0.796651,0.342412,1.01251,0.790247,-0.346547,0.756389,0.325116,-0.0299195,-0.13757,-0.303222,-0.0490921,-0.249524
1.48143,-0.903948,0.154196,0.47249,0.346782,0.675467,0.621478,-0.306248,0.662959,0.188071,0.509022,0.24965,-0.168201,0.171556,0.103223
1.25473,-1.00939,0.284572,0.82686,0.424029,0.773547,0.963681,-0.173496,0.66158,0.247949,0.364947,0.130603,-0.361376,0.210896,0.137016
1.56189,-0.677682,0.337703,0.502391,0.0607398,0.641196,0.31803,-0.208661,0.662809,0.184674,0.3159,0.0704544,-0.605785,0.0203119,-0.324127
1.22609,-0.649485,0.267055,0.658203,0.544937,0.969879,1.09081,-0.345555,0.698313,0.332646,0.225781,-0.0100711,-0.461838,0.0637554,-0.286802
1.11473,-0.366983,0.37081,0.347265,0.242838,0.792226,0.493133,-0.211824,0.656351,0.330436,0.40551,0.562223,-0.417437,-0.0767335,0.212397
0.902938,-0.446358,0.37505,0.776826,0.570798,0.930075,0.355735,-0.239784,0.628903,0.326075,0.35437,0.286369,-0.242899,-0.04527,-0.216872
1.1708,-0.66667,0.17663,0.51185,0.56115,0.499369,1.04643,-0.236693,0.764396,0.346824,0.503261,0.431799,-0.0974069,0.226648,-0.245898
1.39322,-0.600732,0.149232,0.522006,0.315263,1.01738,1.11512,-0.247327,0.708751,0.701732,0.0662927,0.255105,-0.795784,-0.356003,-0.328675
1.08515,-0.704504,-0.00576011,0.701909,0.405581,1.25882,1.16453,-0.208605,0.846234,0.371502,0.88549,0.658365,-0.111882,-0.00110132,-0.156267
1.4847,-0.650085,0.185383,0.411115,0.380677,0.902144,0.487949,-0.203386,0.713214,0.389318,0.456144,-0.0586137,-0.550107,-0.147539,-0.190868
1.03062,-0.664666,0.0697281,0.891646,0.790025,1.35313,1.05715,-0.287073,0.710272,0.198307,0.423784,0.258249,-0.321936,0.179014,-0.0275298
0.85826,-0.630282,0.481805,0.589549,0.402805,1.08102,0.853658,-0.219141,0.743166,0.448322,0.428813,0.519001,-0.172595,0.11466,0.0528361
0.948443,-0.481581,0.183454,0.94626,0.800027,1.23173,0.690781,-0.192882,0.712605,0.419038,0.374665,0.315594,-0.333324,-0.145918,0.0403657
0.749152,-0.473823,0.39919,1.06502,0.872058,1.4499,0.802766,-0.272652,0.630926,0.190935,0.194434,0.111335,-0.397275,7.85233e-05,-0.118345
1.16032,-0.573413,0.394415,0.36504,0.139334,0.671707,0.420848,-0.211005,0.738458,0.162492,0.49229,0.18749,-0.0892931,-0.0353701,-0.0878012
1.4294,-0.646691,0.162579,0.213712,0.273642,0.742242,0.926434,-0.239491,0.656602,0.418937,0.558911,0.198069,-0.461873,-0.41084,-0.202701
1.10749,-0.698749,0.152781,0.94611,0.698017,1.40582,0.964638,-0.25914,0.736787,0.523752,0.0962924,0.34529,-0.802574,0.041073,-0.110784
0.78588,-0.457186,0.6696,0.999701,0.570543,1.13188,0.321098,-0.204984,0.819621,0.386538,0.179076,-0.0457482,-0.637675,-0.0568756,-0.236369
1.13427,-0.256498,0.191939,0.815391,0.768094,1.14716,1.22869,-0.272857,0.78629,0.24604,0.330861,-0.0618619,-0.728276,-0.439105,-0.265332
1.43755,-0.808296,0.00490246,0.558965,0.455661,0.786141,0.961825,-0.223521,0.788927,0.256222,0.484607,-0.012066,-0.318205,0.111344,-0.0600404
0.748121,-0.32226,0.328301,0.365007,0.639813,1.12274,0.575684,-0.231974,0.812478,0.315994,0.659848,0.478144,-0.495586,0.00960046,0.27365
0.824137,-0.398256,0.161746,0.977406,0.455257,1.14845,0.964985,-0.224238,0.676631,0.286362,0.232974,0.420804,-0.286953,0.0468482,-0.191092
0.788803,-0.418836,0.365534,0.679713,0.636832,1.1376,1.12784,-0.336233,0.75653,0.225853,0.252208,0.198278,-0.0806219,-0.0534337,-0.434422
1.27953,-0.809046,0.314251,0.569942,0.630758,0.705714,0.700906,-0.337608,0.717921,0.109255,0.313383,0.102947,-0.199738,0.150159,-0.0552848
1.46555,-0.581047,0.556637,0.238794,0.247733,0.559387,0.235694,-0.167642,0.784344,0.392259,0.219831,-0.119554,-0.324717,-0.117096,-0.60378
1.18419,-0.419465,0.329031,0.698305,0.583381,0.917308,0.760227,-0.194411,0.680271,0.261111,0.0958436,0.101594,-0.749407,-0.1088,-0.196534
0.840874,-0.612392,0.389447,0.825501,0.709989,1.10416,1.14741,-0.218349,0.661054,0.223553,0.397064,0.263086,-0.0561188,-0.0774257,0.0616978
1.061,-0.389122,0.484787,0.422946,0.221073,0.469611,0.00291439,-0.10808,0.64914,0.581078,0.278012,0.715677,-0.18772,0.0535717,0.258155
0.659668,-0.663588,0.362189,1.02099,1.05164,1.29062,0.812533,-0.266056,0.665165,0.32026,0.460935,0.388168,-0.297951,-0.182347,0.155822
0.695128,-0.479533,0.441057,0.775976,0.894549,1.32752,0.925792,-0.323004,0.67602,0.565329,0.635529,0.00417143,-0.691736,-0.118305,-0.153945
1.24633,-0.669704,0.480365,0.551844,0.388193,0.658713,0.65709,-0.237267,0.707528,0.541461,0.433152,0.332404,-0.630652,-0.188641,-0.367818
1.37391,-0.657938,0.48747,0.662418,0.353386,0.605809,0.362496,-0.237031,0.727095,0.444494,0.186867,-0.0314832,-0.496739,-0.496775,-0.207113
1.25468,-0.530766,0.318977,0.641266,0.562804,1.2737,0.827633,-0.246725,0.779529,0.425688,0.107877,0.0305407,-0.617805,-0.593413,-0.116093
1.64296,-0.515738,0.260996,0.179224,0.123164,0.276042,0.0120459,-0.0926932,0.742187,0.714303,0.739879,0.266279,-0.761717,-0.107216,-0.202737
1.37296,-0.655665,0.307036,0.462885,0.35495,0.616672,0.708902,-0.253388,0.755525,0.566107,0.45642,0.384739,-0.649032,0.0933082,-0.112785
1.62973,-0.916427,0.348597,0.267904,-0.183147,0.283594,0.290941,-0.205724,0.693477,0.298863,0.452262,-0.00789187,-0.24141,-0.00632729,-0.129154
1.11679,-0.590434,0.161556,0.743383,0.56466,0.944234,0.797543,-0.244727,0.687696,0.507998,0.380076,0.163794,-0.698448,0.124277,-0.0359901
0.991225,-0.639068,0.391967,0.650737,0.470813,0.953385,0.71624,-0.309384,0.694843,0.366559,0.388853,0.103771,-0.210927,0.0397196,0.0819833
0.751389,-0.522735,0.507006,0.868362,0.731389,1.07566,1.16256,-0.269959,0.836306,0.357219,0.382616,0.233771,-0.390176,0.110555,-0.0706717
1.34335,-0.377647,0.31131,0.791136,0.558614,0.99135,0.391039,-0.189256,0.606398,0.755685,-0.182326,-0.0679885,-0.990113,-0.556172,-0.452448
0.981778,-0.351602,0.381781,0.597106,0.384351,0.985121,0.776343,-0.263033,0.654775,0.856393,0.342202,0.519498,-0.472571,0.152825,-0.0880576
1.21254,-0.62492,0.413536,0.567841,0.159142,0.783022,0.577246,-0.308814,0.688957,0.146847,0.153065,0.0788843,-0.298904,0.0741261,0.0972465
1.20561,-0.430401,0.466841,0.533176,0.304334,0.500095,0.640841,-0.234248,0.656029,0.437947,0.437128,0.111792,-0.49135,0.0473976,-0.571188
1.29896,-0.367044,0.362166,0.916081,0.365162,0.648197,0.287175,-0.126345,0.720795,0.265977,-0.0193183,0.21187,-0.723288,-0.250694,-0.185043
0.927008,-0.391356,0.284699,0.536168,0.353921,0.807346,0.800835,-0.299408,0.600758,0.397646,0.560725,0.505021,-0.329708,0.183379,-0.0897971
1.01978,-0.581051,0.337459,0.809077,0.660872,1.0382,1.12742,-0.300068,0.635926,0.17552,0.0843436,0.20234,-0.306624,-0.339921,-0.0182259
1.36092,-0.765943,0.261793,0.580167,0.580943,0.76265,0.438378,-0.233406,0.679159,0.20101,0.482396,-0.0265974,-0.200581,-0.0358224,-0.121763
0.81466,-0.690661,0.294903,1.24877,0.907222,1.03686,1.14752,-0.30177,0.676873,0.125676,0.177915,0.14643,-0.197373,-0.0800043,-0.00214477
1.44497,-0.840099,0.186232,0.295427,0.39636,0.738532,0.811214,-0.251614,0.722109,0.411142,0.592165,0.196022,-0.37284,0.291695,-0.143558
0.880244,-0.218228,0.52269,0.55842,0.420431,0.908591,0.262747,-0.300674,0.699108,0.109181,0.109376,0.105444,-0.340079,-0.0869152,-0.0669069
1.34068,-0.612358,0.29426,0.729158,0.247875,1.0312,0.344573,-0.208986,0.751851,0.138826,-0.1509,0.26946,-0.3238,0.0820185,-0.0380123
1.10362,-0.615551,0.410505,0.523769,0.567398,0.868418,0.519928,-0.310193,0.647704,0.274259,0.517012,0.0283782,-0.359629,-0.0398483,-0.0998543
1.25558,-0.510077,0.37207,0.668476,0.360639,0.584368,0.611406,-0.263208,0.653072,0.241847,0.218001,0.248566,-0.299438,0.0319542,-0.105932
1.33255,-0.625255,0.240621,0.806408,0.342338,0.68002,0.496236,-0.291494,0.694981,0.216787,0.112705,0.00128752,-0.20738,-0.0210552,-0.175384
1.28944,-0.910705,0.057204,0.9707,0.55778,1.2621,1.60292,-0.273252,0.803277,0.339827,0.374752,0.0289035,-0.441388,0.240887,-0.142919
0.431503,-0.507237,0.201687,0.985317,0.803141,1.58435,1.26919,-0.290759,0.718233,0.357351,0.574138,0.669008,-0.123602,0.384363,0.412799
1.21803,-0.706486,0.252191,0.888791,0.73716,0.91214,0.939526,-0.249137,0.642014,0.417162,0.298424,0.443728,-0.422106,-0.328277,-0.238029
1.33133,-0.481662,0.259115,0.480754,0.426788,0.540722,0.815792,-0.259915,0.758231,0.194717,0.220558,0.103097,-0.341547,0.0162695,-0.227641
0.835774,-0.385406,0.540078,0.541702,0.546742,0.972519,0.706885,-0.316511,0.702867,0.19495,0.347846,0.2467,-0.336348,0.0633779,-0.13614
0.932525,-0.712998,0.167863,1.03696,0.721755,0.889501,1.03019,-0.206292,0.641159,0.228681,0.449659,0.379442,-0.429537,0.0686732,0.318172
0.989263,-0.676556,0.348205,0.633506,0.436795,0.831327,0.497413,-0.214906,0.720791,0.227245,0.405977,0.559638,-0.024263,0.01759,0.0918989
0.506756,-0.349413,0.41201,0.835575,0.653892,1.00776,1.00226,-0.179268,0.653029,0.490327,0.46222,0.727846,-0.35281,0.218,0.215685
0.274954,-0.239928,0.696942,0.767592,0.783407,1.18274,0.621625,-0.343541,0.705176,0.591916,0.520326,0.0141477,-0.367367,0.15636,0.105591
1.08569,-0.419117,0.323282,0.454724,0.329712,0.757795,0.516735,-0.184596,0.663566,0.28698,0.166874,0.332236,-0.469001,-0.0120018,0.110027
0.304602,-0.368975,0.26671,0.885337,0.785074,1.60167,0.972947,-0.261144,0.618177,0.606981,0.521806,0.609556,-0.407557,0.299724,0.502022
1.23662,-0.728394,0.45865,0.517926,0.25965,0.713962,0.474734,-0.190774,0.723132,0.472059,0.36299,0.447274,-0.560794,0.235971,-0.0573627
0.429535,-0.473164,0.703414,0.802602,0.85342,1.3152,0.963555,-0.341662,0.801966,0.362635,0.563281,0.208801,-0.34014,0.286242,0.165044
0.817681,-0.351133,0.269105,0.725383,0.677761,0.758905,0.627261,-0.112285,0.745498,0.351072,0.489713,0.596471,-0.390573,-0.224028,-0.078018
0.719487,-0.628919,0.5765,0.803425,0.646177,1.05878,1.0822,-0.235682,0.65378,0.331304,0.335108,0.0468911,-0.0868387,-0.0465913,0.162818
1.07725,-0.571671,0.3439,0.853339,0.518807,1.0044,0.97639,-0.280947,0.774569,0.282472,0.0580821,0.22306,-0.095084,0.0224452,-0.134488
1.04465,-0.465627,0.164122,0.713974,0.410154,0.982376,0.673234,-0.285687,0.699041,0.234819,0.356786,0.158359,-0.306785,-0.144929,-0.0300888
1.03668,-0.374063,0.131512,1.12987,0.60352,1.08197,1.40324,-0.259491,0.747252,0.251022,-0.0409102,-0.0377917,-0.510651,-0.0525423,-0.216441
1.16474,-0.756958,0.267212,0.656504,0.56482,0.865558,0.679062,-0.262253,0.808722,0.261521,0.435544,0.192588,-0.34362,-0.14208,-0.0692488
1.14311,-0.706001,0.615274,0.540791,0.203041,0.799396,0.559695,-0.216811,0.656492,0.167672,0.267931,0.0567592,-0.206745,0.0681653,-0.0762611
0.559594,-0.508347,0.175281,1.25035,1.16861,1.46677,1.66498,-0.302203,0.660196,0.279007,0.212218,0.232577,-0.386309,0.11945,-0.0811037
1.05111,-0.412209,0.312673,0.72932,0.411445,0.623989,0.731947,-0.323779,0.765322,0.254973,0.179228,0.31189,-0.208457,-0.0683164,-0.0276265
1.29684,-0.620708,0.275541,0.540041,0.724242,0.975441,0.280867,-0.139922,0.757838,0.558108,0.313365,0.0473866,-0.42495,-0.0807565,-0.280378
1.18132,-0.458312,0.398006,0.405157,0.126556,0.750515,0.485511,-0.214719,0.65557,0.698805,0.270691,0.394118,-0.574798,-0.146558,-0.34897
0.933802,-0.601204,0.351837,0.859371,0.576544,0.846551,0.80803,-0.254231,0.796508,0.235238,0.333585,0.348207,-0.40605,0.0479397,0.101248
0.531582,-0.387376,0.299348,1.0717,0.923913,1.15681,1.32786,-0.338385,0.696162,0.406586,0.464146,0.52023,-0.177931,0.229865,-0.00595894
0.930724,-0.57922,0.449364,0.795166,0.687246,0.907918,0.530007,-0.224188,0.768456,0.169042,0.31,0.156942,-0.458293,-0.0838544,-0.111895
1.17095,-0.660668,0.193565,1.03954,0.751308,1.15753,0.827206,-0.244884,0.685877,0.173789,0.102133,0.166316,-0.308294,-0.119544,-0.08198
0.985653,-0.512982,-0.0681688,0.962667,1.0052,0.904787,0.954428,-0.265483,0.698682,0.442113,0.567828,0.233985,-0.200859,-0.109081,-0.151569
1.26994,-0.676805,0.215756,0.740844,0.423545,0.579543,0.419461,-0.148933,0.773146,0.276061,0.407582,0.132141,-0.415644,-0.102436,0.000979378
0.799993,-0.484322,0.327641,1.05004,0.756763,1.27266,1.17495,-0.248262,0.675819,0.210896,0.127932,0.0227527,-0.314569,-0.0215939,-0.180789
1.1473,-0.734514,0.618802,0.660691,0.105537,0.969892,0.287468,-0.256065,0.6865,0.141,0.157193,0.0781454,-0.289247,0.0607355,-0.130394
1.3178,-0.401032,0.400982,0.417721,0.378255,0.686941,0.227166,-0.194753,0.716083,0.305361,0.458858,-0.00790353,-0.68823,-0.428822,-0.387631
1.21,-0.550957,0.0321193,0.549636,0.427831,1.05148,0.94798,-0.257828,0.721957,0.299992,0.48588,0.213284,-0.463627,-0.260119,-0.232394
0.935009,-0.519362,0.459668,0.535451,0.696494,0.904649,1.22823,-0.296641,0.723926,0.0526316,-0.0143362,-0.0298839,-0.0303527,-0.0268001,-0.10304
1.22461,-0.651277,0.191448,0.915893,0.503089,0.98324,0.970211,-0.2174,0.743517,0.496992,0.192673,0.201727,-0.579886,-0.361226,-0.261323
1.26601,-0.422821,0.501192,0.523604,0.356387,0.473695,0.686684,-0.112888,0.721086,0.263233,0.108361,0.197935,-0.608372,-0.181112,-0.299526
0.768253,-0.649765,0.447621,0.945216,0.703069,1.21406,1.29024,-0.291556,0.7338,0.297116,0.188593,-0.0333617,-0.413521,-0.223782,-0.146812
0.948875,-0.542475,0.198837,0.992942,0.640901,0.987498,0.663417,-0.139705,0.749285,0.230904,0.285873,0.371249,-0.107573,-0.0923811,0.122067
1.09386,-0.674766,0.175899,0.774105,0.472034,1.1317,0.646123,-0.144403,0.706961,0.387844,0.328838,0.559846,-0.764971,0.156336,0.07163
0.763221,-0.36544,0.57761,0.335517,0.458177,1.12172,0.82789,-0.329112,0.721203,0.266936,0.160032,0.0929725,-0.306037,0.0463483,-0.0273339
0.971103,-0.498825,0.428813,0.369971,0.481819,0.670076,1.04297,-0.280208,0.66655,0.526733,0.670727,0.319928,-0.41618,0.218462,-0.0970708
1.13679,-0.573685,0.194049,0.729891,0.610319,0.979518,1.33916,-0.355768,0.706327,0.20789,0.246833,0.169669,-0.287481,0.0427211,-0.0787456
1.15688,-0.517277,0.557571,0.952175,0.824863,1.17668,1.44347,-0.229284,0.618016,0.55816,-0.326069,-0.154024,-1.0734,-0.508278,-0.480228
1.19081,-0.766473,0.296786,0.761259,0.414648,0.731336,0.821751,-0.250127,0.828225,0.165974,0.457484,0.264226,-0.357096,0.0781319,-0.177066
0.847182,-0.555808,0.475346,0.881869,0.640762,1.03563,0.783238,-0.219639,0.676564,0.204433,0.331598,0.255882,-0.317251,-0.0985717,-0.133219
0.86312,-0.750357,0.264848,1.07312,0.526018,1.20834,0.852874,-0.250842,0.723759,0.279684,0.39767,0.197848,-0.309641,0.200468,0.176224
0.948699,-0.669421,0.129394,0.849075,0.422032,1.01317,0.716173,-0.263959,0.697463,0.292912,0.709483,0.546913,0.0408257,0.0762762,0.133485
1.27536,-0.498906,0.588578,0.648868,0.297656,0.375203,0.921431,-0.199658,0.655963,0.249913,0.235174,-0.0619102,-0.42066,-0.134565,-0.218149
0.828036,-0.331878,0.428846,0.679648,0.422843,0.8222,0.940911,-0.257661,0.697334,0.249544,0.385721,0.497818,-0.180674,0.145057,-0.147334
1.24028,-0.491102,0.544971,0.583436,0.211877,0.848297,0.556482,-0.216738,0.627732,0.228029,0.307523,0.188263,-0.463418,-0.110234,-0.313641
0.815244,-0.353859,0.289625,0.593716,0.701056,1.04444,1.2856,-0.382505,0.667485,0.277906,0.383434,0.385791,-0.267281,0.0565774,-0.227855
1.23747,-0.673192,0.400961,0.505768,0.182096,0.479967,0.794016,-0.319771,0.735246,0.245267,0.253808,0.472587,-0.230824,0.131546,-0.224308
1.04852,-0.385133,0.00400297,0.815033,0.672129,1.20365,1.23526,-0.252717,0.806125,0.252187,0.128594,0.2301,-0.618001,-0.100173,-0.138385
0.617304,-0.494585,0.441985,1.16024,0.985016,1.35926,1.36461,-0.31516,0.667131,0.235233,0.410186,0.156526,-0.559339,0.0282903,-0.178682
0.907296,-0.587879,0.12867,0.762726,0.756104,1.32363,1.22864,-0.363,0.6375,0.259131,0.498899,0.178364,-0.0814184,0.186619,-0.0439032
-0.213541,-0.32293,0.236071,1.26184,1.32383,1.81387,1.69897,-0.39157,0.789625,1.2816,1.01748,0.559808,-0.169847,0.432118,0.261325
1.13444,-0.731143,0.21956,0.962062,0.979868,1.04391,1.34949,-0.332606,0.658022,0.249391,0.281618,0.0266134,-0.524819,-0.129321,-0.471739
0.507513,-0.404122,0.343464,1.03539,0.798391,1.20828,1.1974,-0.340046,0.725868,0.314825,0.573125,0.382971,-0.467276,0.162682,0.148615
1.47222,-0.856671,0.532819,0.379417,0.10711,0.186516,0.21004,-0.203341,0.717757,0.213572,0.410232,0.291352,-0.200317,0.0608455,-0.158555
1.09461,-0.363153,0.107308,0.431939,0.439121,0.86254,0.996444,-0.311628,0.722152,0.27431,0.480471,0.351869,-0.145602,-0.0746953,0.0702922
1.15863,-0.670681,0.275711,0.857619,0.538468,0.677308,0.763063,-0.234098,0.726633,0.460587,0.274725,0.441129,-0.383765,-0.147388,-0.0537304
0.982151,-0.422329,0.354473,0.715416,0.467283,0.850293,0.723255,-0.269998,0.681892,0.248558,0.297938,-0.0169873,-0.383087,-0.00752258,-0.18099
1.20299,-0.695994,0.300623,0.656242,0.260601,0.634324,1.13238,-0.256057,0.707891,0.253217,0.416407,0.193159,-0.126899,0.0721115,-0.049358
1.0388,-0.41873,0.455402,0.462997,0.245197,0.625835,0.590461,-0.279134,0.704057,0.141296,0.340118,0.0903056,-0.209208,0.002887,-0.00211584
1.2266,-0.775775,0.171278,0.597661,0.584554,0.88162,0.691752,-0.287831,0.686171,0.29989,0.407433,0.395995,-0.155395,-0.00185972,-0.117114
1.09078,-0.498942,0.363748,0.973378,0.332486,0.780534,0.496078,-0.161096,0.606581,0.416347,0.121371,0.207576,-0.407947,-0.112184,-0.09296
1.40331,-0.642747,0.233814,0.323025,0.377643,0.669516,1.25806,-0.324522,0.774331,0.568647,0.439396,0.0764167,-0.416297,-0.043768,-0.293149
0.761172,-0.509898,0.364129,0.908738,0.796741,1.19696,1.28932,-0.273193,0.745398,0.103549,0.178896,0.13352,-0.281242,0.0232401,-0.0579115
