alpha,public,urban,healthcentre,primary,secondary,tertiary,logVisits,logVisitsPP_TB,log_ID_p_bldgspace,sigma,sigma_c,Ethiopia,Georgia,India,Kenya,Philippines
1.9262,-0.225744,-0.020311,0.232082,0.63134,0.592944,0.579973,-0.209766,-0.1316,0.108019,0.561506,0.0546972,0.0636999,0.0606947,-0.0486411,0.00260276,-0.00849643
2.33295,-0.483256,-0.0282615,0.272243,0.573286,0.543019,0.31209,-0.116636,-0.219483,0.240742,0.528214,0.221193,-0.422704,0.0423995,-0.634323,0.0275126,-0.106511
2.20668,-0.385478,0.027558,0.108416,0.473754,0.686035,0.041681,-0.132532,-0.307403,0.21633,0.527219,0.230361,-0.0821159,-0.0888641,-0.539251,0.180932,-0.245344
1.90814,-0.454632,0.0178997,0.28949,0.522597,0.64769,0.309825,-0.0917749,-0.288677,0.271732,0.570396,0.226574,-0.0278191,0.442962,-0.140068,0.178746,0.264377
2.5178,-0.583064,-0.246364,0.0346882,0.408584,0.414129,0.316551,-0.108445,-0.30189,0.208693,0.612612,0.0130757,0.0162806,-0.0234697,-0.00483513,-0.0043155,-0.0104379
2.00294,-0.39743,0.0307689,0.0769532,0.625221,0.652204,0.431106,-0.234799,-0.353802,0.139601,0.573714,0.145881,0.102816,-0.130647,-0.224519,-0.0265399,-0.122629
2.38615,-0.422803,-0.00324917,-0.248317,0.131121,0.193173,0.346917,-0.0901881,-0.417339,0.0439627,0.536183,0.286791,0.108467,0.028148,-0.295343,0.300755,0.0441632
2.31822,-0.430486,-0.204598,0.0599663,0.167186,0.586362,0.306356,-0.103573,-0.287064,0.151033,0.555511,0.455636,-0.048324,0.362921,-0.875806,0.153498,-0.170944
2.19268,-0.438647,-0.0840064,-0.0575461,0.293508,0.896311,-0.0386271,-0.157071,-0.279787,0.137327,0.548389,0.21855,0.226504,0.249865,-0.397405,0.235159,0.0382922
2.18916,-0.495937,0.143274,0.0930528,0.322988,0.443785,0.232502,-0.15794,-0.291794,0.143399,0.524799,0.125283,0.0152419,-0.0534781,-0.109395,0.191432,-0.0691699
1.93914,-0.304369,0.00357054,0.265201,0.591701,0.358951,0.576597,-0.265514,-0.269448,0.175265,0.594703,0.00283093,-0.00147873,-0.00389208,-0.000805959,0.00438107,-0.00345873
1.72508,-0.378288,0.170404,0.510386,0.683507,0.829159,0.582668,-0.135824,-0.225094,0.127179,0.588953,0.22548,0.0678303,0.184843,-0.161209,-0.121617,0.141012
2.05402,-0.0942906,0.0227908,0.169481,0.676506,0.878489,0.532153,-0.21091,-0.122223,0.245617,0.615671,0.246803,-0.374452,0.146126,-0.4833,-0.302017,-0.409697
1.80422,-0.465899,0.00179436,0.259131,0.514689,0.496562,0.301573,-0.0535802,-0.289351,0.260228,0.56351,0.61266,0.185905,0.792142,-0.217813,0.333667,0.63889
2.28233,-0.247799,0.307688,-0.0974695,0.0613789,0.305885,-0.264351,-0.0915569,-0.256538,0.125399,0.55346,0.228606,-0.16045,-0.049263,-0.459617,-0.154478,0.0974346
2.21528,-0.497029,0.186088,-0.16361,0.0913111,0.261496,0.0722356,-0.165852,-0.197616,0.215311,0.559859,0.204486,0.145434,0.341556,-0.364521,0.3179,0.00171112
1.79577,-0.0837869,0.0814625,0.263319,0.699968,0.973398,0.401792,-0.189851,-0.255855,0.226993,0.55735,0.228398,-0.238746,0.283873,-0.460444,-0.00508709,-0.161109
2.56057,-0.41792,-0.288667,-0.141488,0.222421,0.393011,0.0528255,-0.132961,-0.38954,0.223464,0.624763,0.209271,-0.210137,0.211616,-0.409996,-0.114145,-0.164817
2.34093,-0.534826,-0.0763283,0.00102931,0.403366,0.554616,-0.099734,-0.0946953,-0.255175,0.165567,0.484677,0.208391,0.0270003,0.346856,-0.271512,0.193647,0.162339
2.15905,-0.487725,-0.0945102,0.203906,0.49294,0.470298,0.131566,-0.0841361,-0.397223,0.212495,0.523607,0.265149,-0.0338416,0.223648,-0.322053,0.0386743,0.0619324
2.0734,-0.281555,-0.00957858,-0.0699086,0.372641,0.3687,0.19912,-0.199526,-0.242693,0.243123,0.536151,0.238365,0.122913,0.227382,-0.453298,0.270793,-0.0435691
2.56706,-0.547288,-0.291421,-0.0689233,0.320074,0.441374,0.49931,-0.0838485,-0.304503,0.201898,0.577728,0.202996,-0.0490372,0.128327,-0.321057,-0.00918455,-0.178723
2.38131,-0.47787,-0.178393,0.137453,0.203863,0.305284,-0.0932593,-0.0236452,-0.267172,0.0862606,0.509165,0.249829,0.18153,0.305971,-0.10693,0.312239,0.241142
2.35551,-0.505684,-0.0890726,0.153305,0.60147,0.681537,0.316485,-0.176719,-0.233061,0.259286,0.554778,0.218605,0.0236656,0.322378,-0.430847,0.0290764,-0.0752869
2.23733,-0.530055,-0.210774,0.291917,0.49655,0.658854,0.527652,-0.20829,-0.108621,0.222954,0.551167,0.225136,-0.125199,0.333525,-0.349902,0.0493984,-0.0792603
1.62213,-0.260083,0.236897,0.353455,1.08188,0.710692,0.543041,-0.181703,-0.194515,0.162887,0.584453,0.0412974,0.0821875,0.0108657,-0.041287,-0.0430574,-0.00351707
1.93427,-0.467648,-0.106587,0.22363,0.625037,0.58011,0.468848,-0.157422,-0.211028,0.147442,0.567321,0.242261,0.167273,0.395791,-0.081667,0.113804,0.16058
1.79084,-0.253629,0.188246,0.425482,0.636042,0.651921,0.593788,-0.19801,-0.178783,0.141633,0.510509,0.212872,-0.118369,0.181059,-0.275293,0.0772833,-0.0977261
2.38343,-0.585378,0.00668464,0.0731219,0.23928,0.237879,0.0818043,-0.0399391,-0.461791,0.0653309,0.526171,0.279583,0.00859981,-0.0607323,-0.356059,0.0857159,0.240408
1.85117,-0.385936,-0.0222929,0.557037,0.705144,0.715992,0.408203,-0.094057,-0.238453,0.197393,0.630932,0.197123,-0.254717,0.0887718,-0.446741,-0.0783618,0.169298
2.10252,-0.151528,0.204013,0.203297,0.464899,0.565236,0.169154,-0.184987,-0.176007,0.254696,0.591323,0.286662,-0.27962,0.185168,-0.616193,-0.196667,-0.40818
2.36047,-0.47984,-0.0668508,0.0222096,0.308956,0.386862,0.036289,-0.143116,-0.205502,0.228651,0.521251,0.134694,0.0544706,0.193787,-0.320662,0.131018,0.0822522
1.80651,-0.392729,0.123579,0.130078,0.238048,0.55965,0.35411,-0.179663,-0.225469,0.100257,0.535053,0.37664,0.198177,0.249611,-0.0235976,0.413421,0.24171
2.12673,-0.482112,0.0921653,-0.178921,0.123076,0.682027,0.253982,-0.156298,-0.412411,0.0968104,0.581851,0.179235,0.000863916,-0.0351047,-0.195656,0.280943,0.262016
2.4015,-0.581861,0.0546845,0.00773668,0.395847,0.257187,-0.00196049,-0.0975584,-0.225647,0.0914554,0.532117,0.138589,0.0184161,0.147238,-0.216113,0.0761364,-0.116006
2.36822,-0.358423,0.132581,-0.0790872,-0.0634868,0.252005,0.184275,-0.189366,-0.170451,0.0821629,0.57585,0.370242,0.167219,-0.00788688,-0.420502,0.20578,-0.274837
2.31011,-0.460246,-0.0729187,0.179436,0.411273,0.656696,0.271691,-0.119793,-0.205465,0.116563,0.579177,0.216364,-0.143771,0.215356,-0.64889,-0.125456,0.0318879
1.85221,-0.386506,-0.0379615,0.306589,0.909528,0.961,0.730292,-0.24185,-0.296146,0.100352,0.511821,0.0191411,0.00567185,-0.0208419,-0.00249393,0.00957408,0.00983799
1.8236,-0.137765,0.0591826,0.415652,0.614346,0.461694,0.733511,-0.184645,-0.272652,0.169692,0.577404,0.115375,-0.132137,0.00132225,-0.185355,0.111731,-0.0363637
2.07572,-0.327219,0.140695,0.182159,0.509587,0.622448,0.44233,-0.246283,-0.221421,0.149167,0.536879,0.267287,-0.112399,0.054819,-0.252471,-0.121131,-0.212147
1.75214,-0.132713,0.00469246,0.143539,0.429916,0.673653,0.315243,-0.157271,-0.287378,0.211599,0.602782,0.12646,-0.016004,0.33995,0.094257,0.233911,0.0340934
1.6641,-0.270941,0.0578633,0.253353,0.841016,1.00794,0.89783,-0.270821,-0.114771,0.139181,0.542744,0.0716152,-0.0595599,0.00229456,0.0232939,0.0385541,0.0307593
2.12792,-0.47064,0.0479416,0.195068,0.377183,0.596397,0.44491,-0.102956,-0.342505,0.146777,0.493597,0.189547,-0.0117398,0.116037,-0.273949,0.0942632,0.1186
1.93529,-0.347172,0.124411,0.342297,0.406606,0.600566,0.492917,-0.152312,-0.0673102,0.18734,0.556959,0.334434,-0.0664036,0.233429,-0.247698,0.12732,-0.190429
1.72215,-0.253008,-0.0492512,0.317161,0.586552,0.697968,0.250561,-0.106999,-0.234995,0.15895,0.529499,0.252154,0.0326922,0.393602,-0.0078868,0.17703,0.338558
1.68725,-0.390098,-0.133244,0.41207,0.699764,0.885158,0.937181,-0.170013,-0.14135,0.115635,0.54126,0.219936,0.234402,0.560845,-0.0588573,0.122551,0.0224827
1.81657,-0.225236,0.349476,0.0931544,0.458285,0.526675,0.254978,-0.145482,-0.331221,0.0949152,0.52533,0.0540835,0.0901301,-0.00467487,-0.106332,0.0586068,0.0412718
1.70072,-0.319236,-0.0295697,0.324045,1.01579,1.00046,0.786267,-0.24398,-0.31066,0.238886,0.615721,0.184606,0.155735,0.151472,-0.0883981,0.160063,0.0160491
2.13981,-0.526902,-0.116452,0.475233,0.467501,0.715634,0.181991,-0.134064,-0.244701,0.118256,0.570536,0.0319845,0.0306243,-0.00972752,-0.0386664,0.00624864,-0.00461683
1.74593,-0.429725,0.35303,0.260938,0.396537,0.777967,0.0932578,-0.195786,-0.261543,0.169819,0.581106,0.067547,0.0931258,0.07708,-0.0667169,0.0513372,0.063892
1.81933,-0.442541,-0.262492,0.440429,0.798091,0.978117,0.720748,-0.164724,-0.321214,0.185656,0.580568,0.14316,-0.0118456,0.447985,-0.210605,0.2131,0.177623
1.76163,-0.241974,0.202575,0.215602,0.566235,0.545161,-0.297608,-0.0298165,-0.350811,0.0905155,0.59948,0.464822,0.068985,0.52929,-0.244929,0.439056,0.442619
1.77179,-0.369926,0.0903735,0.326303,0.692785,0.611763,0.40081,-0.219473,-0.205421,0.164605,0.607305,0.151462,-0.0736381,0.196481,-0.182986,0.146312,0.114617
2.20255,-0.417531,0.15908,-0.022939,0.12941,0.423386,0.0220194,-0.162471,-0.251141,0.15089,0.561773,0.25802,-0.135695,-0.0590349,-0.286632,0.178685,-0.010362
2.43751,-0.621255,-0.101523,-0.0162396,0.368241,0.269696,0.164757,-0.105267,-0.194749,0.210105,0.56331,0.405055,0.137737,0.327126,-0.30626,0.0781535,0.141941
2.41864,-0.389705,-0.070579,0.043741,0.18297,0.333578,0.167903,-0.13424,-0.294847,0.151536,0.505432,0.314106,-0.228942,0.112093,-0.636459,0.178596,0.00446812
1.86977,-0.192398,-0.0101444,0.165149,0.614585,0.788777,-0.13779,-0.0405108,-0.420449,0.218797,0.579035,0.333466,-0.0321715,0.182075,-0.289543,0.179433,0.372577
2.12191,-0.459969,0.165142,0.0378091,0.337527,0.566703,0.0807254,-0.151081,-0.472809,0.204942,0.596751,0.0963266,0.0966302,-0.0532314,-0.102312,0.140041,0.0731865
2.00228,-0.256682,0.096712,-0.0136105,0.27017,0.469915,0.0996254,-0.143635,-0.428425,0.076298,0.570475,0.0113833,0.0282132,-0.0092432,0.00522037,-0.00393584,0.00037688
2.03973,-0.251134,0.0622466,0.0671685,0.392316,0.296031,0.0923868,-0.103307,-0.263708,0.131882,0.517557,0.134174,0.112245,0.125931,-0.191129,0.0914426,-0.0617878
2.04189,-0.370808,0.071578,0.151846,0.478347,0.523466,0.401969,-0.183282,-0.264238,0.204613,0.52293,0.329223,-0.299645,0.0289697,-0.230591,0.170556,-0.159408
1.70456,-0.242358,0.336146,0.17656,0.211189,0.699266,-0.0105782,-0.118986,-0.317666,0.00797846,0.608228,0.160263,0.0228168,0.234442,-0.145167,0.174391,0.252242
2.3257,-0.413852,-0.0382564,0.0699531,0.317332,0.433348,0.359728,-0.183997,-0.269611,0.112284,0.510078,0.1246,-0.0907148,0.0662249,-0.247485,0.0106862,-0.109744
1.98088,-0.307338,-0.0346626,0.114054,0.653824,0.403336,0.59172,-0.263226,-0.146287,0.268187,0.611875,0.137043,0.102688,0.278089,-0.230745,0.0418311,-0.00831671
2.00252,-0.33967,0.137103,0.130061,0.478117,0.785684,0.342846,-0.231635,-0.234336,0.110702,0.536676,0.106093,-0.0631905,0.00265485,-0.141182,0.103009,-0.12706
2.43696,-0.504198,-0.376646,0.145704,0.693616,0.715313,0.253647,-0.121802,-0.335977,0.231991,0.593602,0.20699,-0.0515624,0.219095,-0.295811,-0.052507,-0.00222044
1.78937,-0.202485,0.161735,0.290173,0.63901,0.566179,0.306507,-0.200094,-0.136252,0.295204,0.555265,0.308749,-0.114739,0.416613,-0.607695,-0.011219,-0.0220488
1.62013,-0.251918,0.155048,0.292107,0.783906,0.732997,0.517254,-0.191855,-0.348,0.208623,0.568957,0.192198,0.0566974,0.138072,-0.180542,0.323933,0.154774
2.0147,-0.471203,-0.015742,0.198433,0.467183,0.450621,0.18463,-0.142743,-0.318501,0.187019,0.520485,0.231646,0.0559084,0.39276,-0.244999,0.280938,0.398305
1.73625,-0.232034,0.0979862,0.31756,0.53678,0.800417,0.418014,-0.134676,-0.335361,0.185073,0.543303,0.205709,-0.224104,0.0168269,-0.0995153,0.0786325,0.0958114
2.22603,-0.466341,0.253404,-0.140314,0.0733402,0.299608,0.145825,-0.175982,-0.239211,0.139639,0.606696,0.0486728,0.121532,0.0520733,-0.080674,-0.0643052,0.0282231
2.19263,-0.366459,0.0552119,0.240174,0.34831,0.102365,0.204334,-0.168058,-0.169587,0.148225,0.538549,0.184898,0.0114666,0.115386,-0.266562,0.18221,-0.0623845
1.88316,-0.347647,-0.075185,0.358005,0.621099,0.682264,0.185191,-0.146639,-0.334849,0.127153,0.552422,0.14371,-0.0799723,0.17261,-0.144194,0.173548,0.177296
2.00943,-0.458359,-0.353026,0.457887,0.802457,0.909758,1.02922,-0.198774,-0.221845,0.179364,0.63989,0.0652287,0.0634022,0.105044,0.0433103,0.0208164,0.00461067
1.94097,-0.496577,0.048951,0.459274,0.659576,0.925988,0.597683,-0.202033,-0.218928,0.106999,0.615009,0.0252343,-0.0203911,-0.0355574,-0.0461624,0.00518066,0.00406741
2.09096,-0.498666,-0.102212,0.240874,0.47288,0.519536,0.357344,-0.142916,-0.353617,0.201999,0.56042,0.171813,0.0481976,0.321008,-0.269521,-0.0456851,0.122289
2.11375,-0.363286,-0.0182582,0.313462,0.363902,0.565827,0.421185,-0.164943,-0.263186,0.163027,0.495478,0.425534,-0.19744,0.160263,-0.436104,0.0734607,-0.00784112
2.1323,-0.50253,-0.108852,0.208297,0.606265,0.727959,0.645144,-0.220135,-0.328118,0.134583,0.567138,0.173154,0.0916277,0.0297666,-0.186786,0.027406,-0.0421993
1.98867,-0.278472,0.048065,0.393689,0.637744,0.740739,0.0837603,-0.110481,-0.305207,0.282032,0.540875,0.262144,-0.210019,0.170703,-0.642597,-0.0503736,-0.124115
2.0262,-0.268492,0.0115947,0.0958536,0.449692,0.556375,0.192424,-0.153239,-0.310926,0.132242,0.551063,0.0722589,-0.0338345,-0.0298528,-0.152014,0.0619284,0.047693
2.64284,-0.626651,-0.108331,0.25435,0.12783,0.412434,-0.25104,-0.122654,-0.231941,0.217401,0.583603,0.164907,-0.194719,0.0891345,-0.334433,-0.0509779,0.0563746
1.17115,-0.0647542,0.342268,0.572846,0.643837,0.89026,0.389466,-0.122417,-0.298128,0.194663,0.589587,0.432046,-0.153493,0.529933,-0.0276164,0.488251,0.318348
1.39198,-0.0979248,0.215723,0.674084,0.808165,0.922245,0.594216,-0.126911,-0.178563,0.0530661,0.627394,0.127463,0.175809,0.347129,-0.310772,0.183305,0.171888
2.05135,-0.381676,-0.0657418,0.346649,0.266325,0.361928,0.430657,-0.0548916,-0.415725,0.159996,0.519741,0.241044,-0.218132,0.235768,-0.0739605,0.329859,0.300663
2.29066,-0.498994,0.0834067,0.024204,0.288034,0.30626,0.307645,-0.167943,-0.273786,0.147966,0.559846,0.142242,0.0660926,-0.0304031,-0.217089,0.269366,-0.0320382
1.7392,-0.287932,-0.00783618,0.456411,0.743387,0.8001,0.532137,-0.122234,-0.348412,0.193496,0.589915,0.111019,-0.0856712,0.146184,-0.143562,0.175972,0.0711613
1.89495,-0.373474,-0.00736335,0.339627,0.677153,0.710401,0.00660902,-0.136528,-0.207741,0.177568,0.530956,0.121241,0.000231258,0.182831,-0.0551896,0.127918,0.121067
1.68506,-0.324063,0.0613202,0.357702,0.439771,0.653764,0.339026,-0.112829,-0.252863,0.191423,0.560689,0.417321,-0.0885992,0.480189,-0.302112,0.489493,0.305811
1.65312,-0.367191,0.00650931,0.611247,0.767065,0.708591,0.58313,-0.154691,-0.0985698,0.269889,0.585253,0.305168,0.0107613,0.508392,-0.209821,0.334566,0.122592
1.9477,-0.386156,-0.0903947,0.0740652,0.437341,0.598136,0.802288,-0.11214,-0.242813,0.207572,0.612776,0.252286,-0.0222312,0.438111,-0.0873138,0.262237,0.147123
1.5486,-0.212127,0.271477,-0.0386242,0.380038,0.399353,0.279728,-0.202759,-0.288604,0.130959,0.538913,0.494856,0.521641,0.578493,-0.00992296,0.400028,0.433277
2.35451,-0.529496,-0.109214,-0.0932453,0.404251,0.687437,0.138389,-0.118722,-0.259307,0.177116,0.529614,0.100503,-0.0867253,0.0878416,-0.262603,0.0742277,-0.069346
2.82402,-0.567632,-0.0374074,-0.325444,-0.117369,-0.104253,-0.67244,-0.131573,-0.340832,0.191447,0.593006,0.029391,0.0395582,0.00117586,-0.0178133,-0.000973202,-0.0452337
2.00275,-0.366476,-0.0204648,0.104913,0.612754,0.61034,0.135491,-0.206602,-0.348722,0.260008,0.556849,0.121171,-0.0213626,0.121463,-0.299966,0.0185127,0.0644021
2.22838,-0.297637,0.10581,-0.117407,0.244357,0.25652,0.282231,-0.177508,-0.291091,0.173176,0.561211,0.226815,-0.15816,0.130556,-0.483202,0.0548193,-0.118017
2.31851,-0.282129,0.119194,-0.0773289,0.113487,-0.0489158,-0.00808148,-0.0685553,-0.432201,0.143592,0.591512,0.168346,-0.0063246,-0.034867,-0.32166,-0.0515769,0.168341
2.10552,-0.462103,-0.200914,0.188449,0.651664,0.756182,0.87843,-0.260863,-0.230242,0.154314,0.582815,0.155515,0.0521639,-0.0346449,-0.163057,-0.0707154,-0.245254
2.20365,-0.537391,-0.0120492,0.248712,0.518784,0.477087,0.48257,-0.122787,-0.341098,0.227197,0.546747,0.205271,-0.0123933,0.147698,-0.0951242,0.288038,0.0927485
2.16724,-0.33015,-0.0612798,0.297177,0.174889,0.569612,-0.0767884,-0.0488959,-0.3127,0.107464,0.550035,0.117932,0.0436947,0.0994091,-0.272817,-0.0215495,0.302812
2.20574,-0.433805,0.0245868,0.0764711,0.248622,0.441787,0.0286071,-0.0792843,-0.236452,0.0845902,0.54032,0.231309,-0.00027202,0.119401,-0.407013,0.395882,0.178974
1.96423,-0.504715,-0.10104,0.23105,0.328492,0.776568,0.270008,-0.163671,-0.369971,0.196473,0.566705,0.190549,0.0523459,0.214948,-0.289446,0.259812,0.401503
1.98471,-0.467065,0.0594715,0.194065,0.590297,0.782094,0.574554,-0.180252,-0.305461,0.225874,0.589926,0.207792,0.129835,0.325957,-0.327632,0.108166,0.287574
2.31587,-0.561247,-0.196706,0.106287,0.396986,0.335849,0.87797,-0.138714,-0.275386,0.141534,0.546274,0.0991787,0.0843794,0.119887,-0.0599966,0.101354,-0.00674638
2.38386,-0.345437,-0.0515973,-0.030676,0.211527,0.413427,0.188564,-0.134076,-0.35137,0.191371,0.586533,0.170472,0.115877,0.0576407,-0.58989,0.0160777,0.039411
2.37258,-0.140041,0.108786,-0.428061,-0.134436,-0.0383588,0.0536739,-0.163208,-0.400577,0.19379,0.64396,0.039871,-0.0143065,0.012274,0.000575267,0.0524951,-0.0233564
2.49004,-0.647067,0.224263,-0.129269,-0.140091,0.0791044,-0.327838,-0.058307,-0.238853,0.129292,0.613778,0.201501,0.0923659,0.0778813,-0.382914,0.190472,0.178901
2.09002,-0.385246,-0.0664726,0.395929,0.365619,0.440845,0.308187,-0.0526766,-0.370409,0.155236,0.527119,0.191823,-0.218039,0.322925,-0.347974,0.0915966,0.33832
2.67677,-0.601107,0.0801193,-0.316251,-0.101442,-0.106614,-0.398109,-0.0379629,-0.299655,0.145774,0.542629,0.0651692,0.0322618,0.0325237,-0.0990041,0.0960416,-0.0289521
2.25875,-0.308995,-0.104299,-0.0839861,0.291964,0.513682,0.0769162,-0.113186,-0.453068,0.206029,0.640363,0.189781,0.0357141,0.081983,-0.253195,0.119948,0.211822
2.22495,-0.542933,-0.240103,0.209829,0.576061,0.922594,0.514851,-0.208092,-0.246645,0.22742,0.593774,0.0902224,-0.056181,0.243659,-0.220833,0.0665733,-0.0177414
2.08038,-0.333947,-0.0789978,-0.0579945,0.565475,0.592407,0.285783,-0.218616,-0.233757,0.247554,0.570541,0.315439,0.201195,0.185752,-0.427516,-0.0864181,0.231033
1.89832,-0.41498,0.137334,0.302459,0.443557,0.780681,0.67301,-0.167294,-0.259696,0.173371,0.545174,0.295641,0.0199059,-0.0725923,-0.33026,0.300995,0.0266917
2.21553,-0.412209,-0.0727097,0.0148063,0.499127,0.564645,0.262574,-0.158467,-0.271367,0.140455,0.516158,0.165434,0.0915564,0.0839358,-0.338189,-0.0472029,0.0476628
1.62306,-0.184109,0.0552712,0.336911,0.810295,0.813413,0.805834,-0.231337,-0.242032,0.24977,0.551066,0.266132,0.058781,0.331012,-0.332248,0.181051,0.0718109
2.33509,-0.514092,0.030517,-0.00213654,0.0498672,0.376482,0.187971,-0.0501457,-0.364737,0.117561,0.600891,0.307432,-0.0052398,0.0977486,-0.340051,0.206786,0.0787631
2.10837,-0.581209,-0.1253,0.32592,0.652664,0.657036,0.570258,-0.141438,-0.217593,0.17698,0.549394,0.359692,0.197981,0.225932,-0.351666,0.137584,-0.0590063
2.01334,-0.2402,-0.00597548,0.132624,0.319508,0.588608,0.163393,-0.119725,-0.383386,0.177718,0.553745,0.22964,-0.0609147,0.170588,-0.428699,0.0687366,-0.0067781
2.26583,-0.462747,-0.0183006,0.17527,0.503898,0.531133,-0.0742206,-0.113447,-0.211684,0.188208,0.518571,0.246419,-0.003346,0.161972,-0.465294,-0.084745,0.0643772
1.73293,-0.233413,0.0229243,0.31055,0.916468,0.562675,0.710932,-0.15412,-0.281917,0.208666,0.58516,0.0688328,-0.0755591,0.111657,-0.0864371,0.0304949,0.0323342
1.64554,-0.47606,0.16202,0.511051,0.917284,0.881243,0.560061,-0.222652,-0.184032,0.213636,0.572494,0.210572,0.139189,0.313794,-0.344226,0.208514,0.139234
2.07737,-0.329607,0.174399,-0.00712345,0.440788,0.464399,-0.0736991,-0.153532,-0.358487,0.15163,0.599204,0.056298,-0.0340634,-0.0464228,-0.0790315,-0.0431301,-0.0266601
2.15194,-0.343911,0.0564344,-0.0663441,0.437202,0.435417,0.224709,-0.187798,-0.310989,0.250059,0.554659,0.11757,0.0904562,0.0914204,-0.189758,-0.0210423,-0.0971066
2.23804,-0.595484,0.0457479,0.125146,0.319723,0.54504,0.0263474,-0.158136,-0.251269,0.180651,0.492316,0.128563,0.109848,0.0762431,-0.187441,0.0851301,0.0646455
2.05706,-0.303583,-0.0462955,-0.0689893,0.383445,0.562609,0.282147,-0.0662721,-0.461314,0.147546,0.51895,0.321111,0.160451,0.0391845,-0.428269,0.19105,0.412911
2.33944,-0.246931,-0.111911,0.0594117,0.413399,0.45765,-0.124398,-0.0734491,-0.310379,0.225427,0.552539,0.466642,-0.290707,-0.0310423,-0.746187,-0.0734144,-0.0230867
1.87681,-0.476405,0.0190107,0.407794,0.709213,0.853289,0.651314,-0.16209,-0.262223,0.136047,0.541409,0.114852,-0.115735,0.18463,-0.189036,0.116835,0.0999472
2.16099,-0.540352,0.123873,0.257846,0.386745,0.4268,0.792544,-0.119554,-0.237778,0.00609091,0.627323,0.173422,-0.018693,-0.0608264,-0.490722,0.012042,-0.167605
1.99013,-0.347659,-0.113074,0.79415,0.877954,0.895658,1.11255,-0.13759,-0.343088,0.130235,0.527735,0.284923,-0.391931,-0.211176,-0.64776,-0.0386947,-0.184056
1.97425,-0.495403,0.0408925,0.407919,0.383958,0.755144,0.465129,-0.241793,-0.188016,0.215403,0.569335,0.220146,-0.16147,0.041281,-0.431733,0.156255,0.163898
1.74398,-0.289317,-0.0761967,0.32378,0.896322,0.592558,1.10312,-0.290701,-0.140537,0.229999,0.616638,0.127018,0.0433564,0.343522,-0.254179,-0.0954885,-0.0439798
2.33253,-0.352822,-0.297821,0.0563684,0.457635,0.758622,0.178414,-0.13235,-0.439335,0.242161,0.539138,0.125921,-0.130066,0.131424,-0.311597,-0.0221928,0.279492
1.9686,-0.26622,0.097318,0.123169,0.400925,0.392563,-0.111203,-0.213711,-0.232231,0.0771354,0.597518,0.0332962,-0.0412661,0.0141699,-0.0312704,0.0339629,0.0214897
2.08869,-0.56456,0.187845,0.188555,0.427296,0.637723,-0.0525682,-0.196027,-0.280681,0.182204,0.645011,0.125445,-0.071238,0.0917529,-0.320601,0.118632,0.144309
2.33745,-0.579002,0.0933992,0.0330215,0.0962741,0.0732352,0.0169616,-0.125385,-0.337457,0.135385,0.561064,0.0239381,0.0396186,0.0339631,0.028408,0.00469068,0.0250795
2.45804,-0.542877,-0.0894801,0.287009,0.538557,0.650091,0.124166,-0.125904,-0.279586,0.231322,0.524267,0.452831,-0.365956,-0.0704516,-0.769667,-0.119012,-0.0910032
2.03831,-0.259254,-0.0199722,0.245689,0.675793,0.752868,0.413317,-0.177143,-0.293368,0.188398,0.534512,0.154365,-0.0479797,-0.0638979,-0.304905,-0.00698022,0.117775
1.64361,-0.194905,0.119304,0.340705,0.464908,0.717897,0.661481,-0.220747,-0.18742,0.121466,0.579729,0.258124,0.133127,0.270035,-0.232187,0.514136,0.0266797
1.9921,-0.146374,-0.0342897,0.143178,0.6743,0.631047,-0.0987968,-0.113895,-0.385545,0.179173,0.59057,0.104841,-0.255775,0.0153874,-0.0514911,0.0106583,0.129634
1.94048,-0.575646,-0.0127927,0.353084,0.438358,0.560165,0.116983,-0.0984983,-0.313515,0.143825,0.546844,0.272795,0.101031,0.307678,-0.224516,0.229539,0.36109
1.88468,-0.399474,0.00368142,0.112002,0.492607,0.706056,0.541534,-0.156205,-0.335108,0.130119,0.55114,0.562061,0.0841688,0.292048,-0.0924354,0.192007,0.359535
1.84374,-0.374774,0.275124,0.155246,0.532766,0.690853,0.114062,-0.142246,-0.317097,0.182051,0.574909,0.0604191,0.0217398,-0.0899452,-0.176713,0.0969522,-0.0491721
2.35959,-0.643369,-0.182256,0.271751,0.625854,0.350338,0.323821,-0.106944,-0.352963,0.23589,0.636524,0.163405,-0.0504434,0.210389,-0.190725,0.140401,0.045672
2.13072,-0.260779,0.108223,0.130238,0.552565,0.911429,0.66726,-0.187161,-0.237072,0.139477,0.529275,0.395421,-0.373864,-0.214588,-0.647475,-0.229166,-0.221379
2.04692,-0.319048,-0.2408,0.1822,0.377718,0.620578,0.496444,-0.127928,-0.331032,0.202198,0.531023,0.357154,0.191546,0.621848,-0.186284,0.350858,0.209645
1.70904,-0.3486,0.0358176,0.41461,0.847943,0.97805,0.599858,-0.201667,-0.234075,0.122614,0.500659,0.161772,-0.0441843,0.00575389,-0.360592,0.224095,-0.0016609
2.25522,-0.422587,0.132732,-0.0244291,0.274638,0.181394,-0.067094,-0.0812504,-0.396625,0.12054,0.524808,0.206918,0.0112533,-0.0101294,-0.0326907,0.0748147,0.254556
2.37389,-0.58684,-0.291075,0.208383,0.622865,0.572654,0.44279,-0.2136,-0.371072,0.135978,0.548587,0.0127529,-0.0115011,0.0103336,0.0015297,0.00196355,-0.0108699
