alpha,public,urban,healthcentre,primary,secondary,tertiary,logVisits,sigma,sigma_c,Ethiopia,Georgia,India,Kenya,Philippines,sigma_f,sigma_v,op_adherencesupportvisit,op_coughtriage,op_diagnosticvisit,op_follow-upvisit,op_monitoringvisit,op_screeningvisit,op_screeningvisit_mch,op_treatmentvisit,op_treatmentvisit_dot,op_treatmentvisit_ltbi,op_treatmentvisit_mdr,op_vaccinations,op_visitforcollectingmedicine,op_visitforinjection
1.55729,-0.255291,0.477583,0.404928,0.441967,0.697589,0.651395,-0.267582,0.360414,0.17414,0.368326,0.121255,-0.200628,0.0036908,-0.355108,0.481461,0.295825,-0.139718,-0.274749,0.092227,-0.0223092,0.122228,0.00462248,0.0838182,-0.106552,0.0114592,0.151148,0.165377,-0.173633,-0.320752,-0.225649
1.43794,-0.251493,0.351453,0.520339,0.377295,0.758434,0.064704,-0.2527,0.345217,0.0642595,-0.0241546,0.0237112,-0.0345923,-0.0486284,0.0929184,0.477374,0.220937,0.103549,-0.121909,0.36508,0.12733,0.188671,0.200803,0.225407,0.00997792,0.138103,0.201105,0.178526,-0.0150719,-0.196206,-0.168101
1.54575,-0.306111,0.367592,0.4895,0.380323,0.55195,0.624494,-0.243029,0.365568,0.0259096,0.0282646,0.00189954,0.00805256,-0.0107306,0.0220894,0.492618,0.193924,-0.243382,-0.200942,0.327149,-0.0800475,0.149361,0.107973,0.224823,0.0816891,0.0845922,0.163607,0.174273,0.0167048,-0.25693,-0.112286
1.66681,-0.299218,0.365013,0.484025,0.537907,0.703293,0.557253,-0.284645,0.36935,0.213056,0.163626,0.0313673,-0.0720288,0.171775,-0.142259,0.531396,0.302242,-0.230066,-0.386697,0.112744,-0.00743238,0.0683828,-0.056245,0.0944589,-0.105984,-0.137941,-0.103904,-0.251263,-0.309176,-0.60321,-0.331843
1.86493,-0.332016,0.486724,0.32472,0.299562,0.498385,0.407754,-0.144405,0.357784,0.205099,0.0243277,0.0752612,-0.300247,-0.169622,-0.199633,0.460034,0.24603,0.0134244,-0.220854,0.134102,0.325221,0.14419,0.0443968,0.04347,-0.0389104,-0.0415218,0.00952765,0.275153,-0.147356,-0.201731,-0.335821
1.91206,-0.334887,0.334847,0.354007,0.130283,0.432294,0.246041,-0.218249,0.353177,0.220332,0.163847,0.175252,-0.10479,0.123963,-0.147996,0.475724,0.146271,-0.00284334,-0.162696,0.216568,0.175971,0.172582,0.0516584,0.120255,-0.00705159,-0.0659839,0.148882,0.107564,-0.109997,-0.141453,-0.143987
2.00386,-0.352149,0.333509,0.0654578,0.215579,0.299003,0.251319,-0.109272,0.35392,0.203639,0.19784,0.210462,-0.219513,0.121932,-0.10547,0.484353,0.141878,-0.130125,-0.32082,0.161653,0.34788,0.0655116,0.0192849,0.0716715,-0.0939224,-0.127549,0.0508239,-0.0360884,-0.105774,-0.222283,-0.0842875
1.90479,-0.399515,0.125192,0.435179,0.38341,0.685712,0.230336,-0.207849,0.336154,0.178492,0.213394,0.144453,-0.148193,0.147587,0.00423457,0.487344,0.177607,0.0715255,-0.199023,0.0833192,-0.0131363,0.0921686,-0.0140219,0.11282,-0.00371263,-0.0431549,0.0567778,0.317222,-0.121769,-0.0913563,-0.174025
1.71852,-0.337058,0.119345,0.464396,0.511438,0.802211,0.636547,-0.198262,0.344426,0.113475,0.159543,0.201695,-0.0713719,-0.0697594,-0.0924226,0.510065,0.133125,0.038144,-0.204958,0.179446,-0.0971885,0.122169,0.0495105,0.15568,-0.0652043,-0.0174969,-0.00288498,0.145551,-0.0787896,-0.0414909,-0.0948275
1.74828,-0.329876,0.19874,0.467242,0.551021,0.707984,0.797198,-0.21975,0.329461,0.156047,0.21191,0.0424643,-0.133939,-0.123537,-0.254974,0.4872,0.150732,-0.0507607,-0.218951,0.219797,-0.0617721,0.196215,0.00805499,0.116503,0.0517068,0.0239602,0.0787946,0.0402934,-0.14793,-0.119149,-0.304797
1.54998,-0.418465,0.229075,0.503887,0.694792,0.858113,0.418013,-0.234106,0.385171,0.205095,0.225264,0.238393,-0.341903,0.0703382,-0.0444538,0.480521,0.194628,-0.145774,-0.175059,0.119777,0.146103,0.148832,0.0534583,0.184318,-0.0413108,-0.00488988,0.00142934,0.274943,-0.0862211,-0.132116,-0.14798
1.8231,-0.409783,0.171115,0.455957,0.490008,0.737318,0.470674,-0.228751,0.340796,0.199914,0.0514388,0.155035,-0.215332,-0.0813796,-0.0302986,0.496291,0.11954,0.0926308,-0.133656,0.145019,-0.0745812,0.110235,0.0282266,0.016274,-0.0593327,-0.0652433,0.18354,-0.0163936,-0.121485,-0.065992,-0.119481
1.62295,-0.342124,0.314544,0.422689,0.300157,0.618271,0.299555,-0.207519,0.352569,0.0761616,0.0630895,0.0670346,-0.106229,0.133271,0.00321333,0.521143,0.167341,0.0594221,-0.211684,0.291156,-0.00704506,0.156184,0.0558608,-0.0271448,0.0858811,-0.0450603,0.0917761,0.174616,-0.0282893,-0.0632349,-0.0475985
1.41657,-0.135765,0.295826,0.592599,0.613387,0.66754,0.810549,-0.225801,0.36806,0.132691,-0.0234856,0.225221,-0.183551,0.211185,-0.0823259,0.496718,0.149608,0.0863652,-0.252251,0.271521,0.125986,0.0354218,0.0523634,0.129238,-0.0154036,0.042944,0.100968,0.0861748,-0.0272847,-0.211007,-0.105146
1.51762,-0.0974419,0.389079,0.373349,0.602104,0.713506,0.661078,-0.228771,0.349476,0.163104,0.131569,0.104228,0.000882519,-0.142091,-0.289019,0.537313,0.149757,0.215989,-0.292434,0.200677,0.183408,0.0361462,0.0228268,-0.0764086,-0.148905,-0.106282,0.0260034,0.11145,-0.0302342,-0.252597,0.0137407
1.70468,-0.331574,0.346502,0.327459,0.608565,0.730298,0.47023,-0.224518,0.354287,0.0962446,0.145693,-0.07195,-0.161104,0.0838754,-0.203653,0.457403,0.232467,-0.214932,-0.199236,0.228291,0.254239,0.110993,0.0719312,0.279268,-0.0567993,-0.041618,0.0763118,0.0969347,-0.0384719,-0.168734,0.0167913
1.42892,-0.479269,0.360023,0.515804,0.413144,0.666545,0.864228,-0.278276,0.357031,0.229029,0.364845,0.305984,0.0213826,0.235661,-0.135979,0.49652,0.0808435,-0.0331838,-0.121597,0.219807,-0.00230962,0.160659,0.0971718,0.076363,0.0365601,0.0261114,0.137757,0.0817941,0.0625143,-0.139348,-0.0381164
1.51535,-0.314474,0.463667,0.383832,0.497267,0.625479,0.358862,-0.233931,0.342844,0.371599,0.220823,0.219491,-0.467945,0.10311,-0.313994,0.525012,0.14452,-0.183731,-0.269367,0.215787,-0.0742519,0.0483429,0.0288897,0.0124065,-0.176822,0.0183161,0.128401,0.046399,-0.0525064,-0.215899,-0.0489246
1.78753,-0.407672,0.25903,0.372416,0.283253,0.640764,0.0565623,-0.219062,0.362971,0.178739,0.110051,0.346229,-0.336969,0.0122162,-0.0967342,0.458663,0.120187,-0.174433,-0.111915,0.220626,0.00164367,0.208382,0.121959,0.121858,0.0972872,0.04209,0.114871,0.0785163,0.0116568,-0.0254028,-0.108548
1.67177,-0.262455,0.229841,0.502952,0.428149,0.677138,0.319966,-0.178265,0.351883,0.119498,0.183515,0.238714,-0.268148,0.0845333,-0.058801,0.417111,0.146517,-0.0917244,-0.219105,0.162447,-0.0928898,0.0604367,0.0201165,-0.0928204,-0.0303631,-0.105274,0.0682239,-0.261322,-0.091191,-0.0965963,-0.252079
1.51792,-0.365365,0.451256,0.588695,0.290237,0.633133,0.928644,-0.206967,0.369445,0.285596,0.104019,0.280819,-0.271028,0.214584,-0.166547,0.478371,0.209195,-0.000792169,-0.157133,0.122658,-0.127132,0.0356689,0.019078,0.0627958,0.0686589,-0.0369888,0.133469,-0.0460672,-0.151866,-0.295721,-0.117316
1.89527,-0.322969,0.411672,0.135265,-0.00518323,0.469744,0.504674,-0.222919,0.349727,0.176895,0.0831682,0.129105,0.0587326,0.104965,-0.0938968,0.468742,0.0991513,0.102876,-0.23863,0.205471,-0.0293864,0.0863398,0.065062,0.00999242,-0.0793236,-0.0418158,0.0213332,0.038963,-0.086313,-0.0147474,-0.0652518
2.16495,-0.56371,0.182014,0.245121,0.0628359,0.556313,0.726517,-0.200912,0.358359,0.226848,0.0114202,0.00521083,-0.521073,-0.0161015,-0.456574,0.483838,0.129828,-0.112778,-0.124764,0.233377,-0.0744117,0.157421,0.0598881,-0.00829849,0.0435315,0.043883,-0.00564318,0.0862371,-0.0166214,-0.175329,-0.0451434
2.27227,-0.550249,0.0559714,0.134691,0.317036,0.521673,0.602872,-0.204696,0.380097,0.184305,0.20923,0.0262588,-0.221908,0.0523914,-0.248248,0.402845,0.19605,-0.367435,-0.348074,0.132832,0.115848,-0.0515243,-0.078386,0.12353,0.000734116,-0.0841023,-0.173925,-0.0245534,-0.20698,-0.366332,-0.0578863
1.93159,-0.516398,0.0787856,0.470762,0.312012,0.581671,0.661485,-0.207815,0.347227,0.143888,0.169964,0.195205,-0.0381636,0.0873922,-0.0545429,0.488521,0.12229,-0.0336671,-0.323461,0.158764,0.0968283,-0.0325289,-0.0833993,-0.126241,-0.120774,0.0392153,-0.0377177,0.0293171,-0.172149,-0.164342,-0.0782438
1.46699,-0.375515,0.38527,0.375858,0.671294,0.608291,0.656508,-0.248893,0.374047,0.159785,0.26279,0.13142,-0.0607115,0.0332918,-0.029901,0.456598,0.118447,-0.0131966,-0.249126,0.214865,-0.134674,0.118248,0.074193,0.0433563,-0.00360443,0.0932172,0.103497,0.0849555,0.00372157,-0.0432859,-0.257811
1.65436,-0.337313,0.348042,0.413501,0.521003,0.834086,0.291196,-0.196655,0.369835,0.247565,0.280903,0.200198,-0.323477,-0.119937,-0.0124446,0.561576,0.248766,-0.152391,-0.302494,0.196181,0.47364,0.126559,0.0469901,0.0945822,-0.0460917,-0.0305981,0.0754389,0.212693,-0.121351,-0.193177,-0.0967145
1.52342,-0.222727,0.40176,0.455782,0.476965,0.8117,0.364853,-0.206948,0.369091,0.120137,0.0425501,0.166621,-0.303824,-0.0463196,0.0706671,0.559714,0.212868,-0.138963,-0.171664,0.207178,0.0969947,0.164118,0.0758735,0.215299,0.0143898,0.0421385,0.122927,0.312341,-0.0895282,0.0231778,-0.131163
1.65171,-0.373526,0.0862354,0.484756,0.620097,0.73997,0.845394,-0.223394,0.347326,0.458401,0.23694,0.0482337,-0.418393,-0.0668541,0.044904,0.500673,0.183652,-0.104034,-0.218118,0.275997,0.253053,0.142925,0.141687,0.064436,0.0480739,0.0264643,0.0478017,0.22332,-0.0482939,-0.263958,0.00945179
1.63653,-0.180133,0.410195,0.387965,0.373095,0.688037,0.303823,-0.224015,0.33512,0.17874,0.156931,0.207929,-0.140092,0.0126854,-0.112929,0.500081,0.145984,-0.0224334,-0.314961,0.177766,0.146889,0.0131629,0.0294116,0.126985,0.012216,-0.117446,-0.00961902,-0.128904,-0.121162,-0.194619,-0.0895517
1.51145,-0.281946,0.253518,0.404145,0.321205,0.962835,0.575186,-0.235396,0.367263,0.185923,0.117688,0.306656,-0.147267,0.246913,-0.121841,0.529225,0.0994026,0.0510521,-0.227818,0.107123,0.0882135,0.168626,0.0935261,-0.0106048,-0.0119084,-0.111927,0.0432076,0.0709156,-0.0404333,-0.368,-0.0467426
1.37029,-0.0716371,0.186223,0.492978,0.49627,0.73054,0.700926,-0.188059,0.360675,0.160429,0.335263,0.201257,-0.156579,0.00359389,0.0819506,0.497355,0.133799,0.129004,-0.19789,0.237419,0.359223,0.104807,0.00637294,-0.0672583,-0.0391304,-0.0261993,0.101458,0.108873,-0.147993,0.0334563,0.0810089
1.82581,-0.373521,0.18916,0.448107,0.528858,0.535629,0.548113,-0.221039,0.37237,0.18149,0.195279,0.159168,-0.339982,-0.0275876,-0.297666,0.466173,0.128475,0.0140735,-0.137789,0.221051,0.0433799,0.271592,0.140477,0.0608283,0.076789,0.0985166,0.100968,-0.0395153,-0.0216903,-0.136495,-0.0335181
1.93145,-0.57855,0.313437,0.298944,0.295781,0.554483,0.332779,-0.191083,0.353252,0.108623,0.148212,0.101277,-0.025966,0.178582,-0.0653553,0.53274,0.144302,-0.0689917,-0.148929,0.155728,0.288293,0.12941,0.0893681,0.0192301,-0.0595125,-0.0327554,0.126509,-0.0500321,-0.11283,-0.205105,-0.102962
1.60695,-0.32522,0.296111,0.617863,0.463885,0.735342,0.646661,-0.221467,0.346612,0.121202,0.156293,0.018839,-0.217207,0.011049,-0.14054,0.429396,0.123432,0.0370139,-0.0914851,0.226681,0.226337,0.24459,0.147086,0.0789207,0.0578165,0.0860059,0.132125,-0.0893606,-0.0833483,0.121583,0.240757
1.72296,-0.414644,0.181118,0.583966,0.700472,0.783742,0.457337,-0.227607,0.360121,0.116398,0.0961819,0.0979837,-0.171153,-0.142627,-0.0880662,0.528803,0.313316,-0.347742,-0.14129,0.213599,0.117104,0.2159,0.118794,0.0701547,0.0375711,-0.0273515,0.139466,0.441927,-0.0500054,-0.269578,-0.0486393
1.48973,-0.202822,0.265113,0.522157,0.678009,0.708439,0.762048,-0.217946,0.363321,0.384371,0.240985,0.140942,-0.485579,0.0221442,-0.14123,0.52357,0.157162,0.0187321,-0.238617,0.211802,-0.0726689,0.185226,0.0899083,0.177528,0.103201,0.0405599,0.104638,0.231552,-0.0559624,-0.0828118,0.20972
1.69588,-0.370379,0.355294,0.43598,0.306494,0.657182,0.580305,-0.202466,0.378552,0.115666,-0.00246773,0.0383552,-0.164916,0.176237,-0.086502,0.515538,0.168231,-0.175477,-0.246941,0.252115,-0.126039,0.17618,-0.0233095,0.22581,-0.0745903,-0.00664029,0.138008,-0.213886,-0.0508203,-0.345843,-0.131129
2.00486,-0.406728,0.359311,0.157178,0.0206563,0.410365,0.373212,-0.14622,0.351902,0.152206,0.0996054,0.237471,-0.190476,0.280463,-0.0223841,0.463304,0.117407,0.0824049,-0.348325,0.113728,-0.0976883,-0.0330654,-0.0529674,0.0845201,-0.15813,-0.119168,0.0574263,0.0735858,-0.190013,-0.170593,-0.134989
1.92923,-0.24492,0.124853,0.161875,0.406011,0.602206,0.282294,-0.212808,0.326831,0.0933967,0.0882696,0.093123,-0.0544978,-0.0670363,-0.081046,0.442761,0.133382,0.0498865,-0.182465,0.200967,0.213308,0.141289,0.0198082,0.138218,-0.0346981,-0.0414449,0.0628899,-0.0775871,-0.146422,-0.172563,-0.166928
2.09075,-0.541869,0.184397,0.295718,0.198618,0.394202,0.591838,-0.177971,0.369478,0.0263756,0.0410562,0.00330435,-0.0301313,0.0216513,-0.0297134,0.51677,0.150661,-0.300358,-0.182988,0.14511,-0.133377,0.120947,-0.0273542,0.167776,-0.057959,0.0850548,0.195732,0.367263,-0.173377,-0.132442,-0.236785
1.84927,-0.469019,0.106208,0.375571,0.433922,0.674027,0.662472,-0.189726,0.362339,0.115659,0.121147,0.0515234,-0.0916105,0.0955099,-0.0603319,0.499146,0.118885,-0.0304441,-0.271636,0.177607,-0.0311444,0.0805019,0.0369088,0.0795512,-0.0701499,0.0449009,0.0565792,0.114578,-0.0547079,-0.182798,-0.100085
1.92306,-0.295054,0.253853,0.216435,0.384216,0.642504,0.454593,-0.202777,0.328623,0.213347,0.210419,0.194795,-0.439855,-0.133078,-0.138366,0.470371,0.115538,0.112419,-0.304826,0.0800103,0.0935966,-0.0292212,-0.0432048,0.16576,-0.126263,-0.0656504,0.0266349,-0.0560743,-0.201561,-0.138714,-0.180828
1.99444,-0.324282,0.127159,0.221428,0.0781635,0.291594,0.45395,-0.128194,0.343632,0.309041,0.177521,0.560667,-0.384788,0.0503515,0.0212823,0.5313,0.205675,-0.0857108,-0.277659,0.213937,0.149093,0.110813,-0.0285484,0.0767593,-0.116656,-0.0391812,0.0119109,0.0916257,-0.0649362,-0.199113,-0.116256
2.28568,-0.518727,0.290688,0.176174,0.226056,0.0323111,0.0553995,-0.116878,0.347016,0.161712,0.0696757,0.170753,-0.262257,-0.142652,-0.362205,0.496932,0.147998,-0.138013,-0.227531,0.134333,0.000197457,0.0102043,0.00171035,0.126614,-0.0804734,-0.101686,-0.0434027,0.125567,-0.0987308,-0.216086,-0.20458
1.94582,-0.42593,0.0661295,0.138017,0.212014,0.409219,0.218362,-0.207094,0.351277,0.192576,0.263082,0.247059,-0.0419999,-0.0506135,0.00853492,0.512144,0.143412,0.00461905,-0.193746,0.235633,0.0754958,0.180613,0.0502378,-0.025958,0.0277044,-0.0240063,0.0818468,0.133311,-0.0395632,-0.0167232,-0.189601
1.99745,-0.629829,0.189618,0.478609,0.400183,0.50224,0.726276,-0.136742,0.362103,0.0899611,-0.0251775,0.216823,-0.146993,0.0757865,0.0674832,0.478042,0.16985,-0.165764,-0.186591,0.202664,0.0725241,0.144755,0.0963746,-0.0673061,0.0184202,0.0788882,0.111365,0.156313,-0.069049,-0.0366085,-0.118319
1.82145,-0.321054,0.174178,0.165206,0.307365,0.384992,0.733957,-0.170076,0.36008,0.210555,0.343089,0.427328,-0.192433,0.197714,-0.144883,0.4852,0.126337,0.0172993,-0.219866,0.209742,-0.144548,0.116829,0.100664,-0.108821,0.00487939,-0.100329,0.105703,-0.0932804,-0.114436,-0.183958,-0.0925349
1.65837,-0.234905,0.105222,0.326834,0.638037,0.532087,0.551384,-0.19454,0.352038,0.0692627,0.139978,-0.0100925,-0.05651,0.046436,-0.131613,0.500654,0.196899,-0.0370269,-0.177691,0.264917,0.134162,0.180227,0.0975497,0.105993,-0.0196092,0.0285029,0.152751,0.0159193,-0.0505096,-0.0166745,-0.222505
1.43891,-0.322896,0.321905,0.531935,0.364187,0.922873,0.547871,-0.22471,0.343341,0.200434,0.250604,0.227486,0.0738052,0.29391,0.0413059,0.501315,0.120545,-0.110781,-0.270524,0.212875,0.0730238,0.0539368,0.036211,-0.0392867,-0.0286376,-0.0500381,0.0167052,-0.041301,-0.120505,-0.177177,-0.304108
1.71216,-0.302499,0.42191,0.280419,0.598084,0.64056,0.27262,-0.297896,0.354635,0.137302,0.286025,0.0861036,-0.270314,0.0244951,-0.0682154,0.468107,0.177977,-0.298583,-0.258361,0.116549,0.00472129,0.0439594,0.00826468,0.00998735,-0.0906014,-0.0378219,0.102224,-0.0463512,-0.208556,-0.445896,-0.0929418
1.67548,-0.244137,0.258605,0.465062,0.38199,0.442053,0.317287,-0.139785,0.342153,0.089266,0.107335,0.0771448,-0.135134,-0.0262336,0.0180573,0.596016,0.144715,-0.0384039,-0.166904,0.207229,-0.114593,0.171259,0.0824126,0.196914,-0.0995637,-0.00792245,0.160001,-0.0582562,-0.144924,-0.107788,-0.0935537
1.58578,-0.407076,0.13622,0.2893,0.580548,0.783176,0.603296,-0.189171,0.336455,0.210741,0.451959,0.324649,-0.229928,0.118979,0.216906,0.463161,0.291994,0.00811291,-0.231471,0.248711,-0.291155,0.178806,0.109011,0.125611,-0.0570786,0.055035,0.025724,0.584938,-0.032677,-0.177548,-0.152734
1.49486,-0.340675,0.48293,0.466286,0.388073,0.846825,0.926092,-0.258553,0.351546,0.149929,0.0764003,0.230922,-0.326224,0.164363,-0.146898,0.556493,0.0965105,-0.0244402,-0.243437,0.211859,-0.059778,0.203627,0.00460927,0.0223042,-0.0336805,-0.0359087,0.0878707,-0.0297915,-0.04411,-0.049819,-0.131046
1.59793,-0.313222,0.336109,0.304223,0.476718,0.873837,0.390984,-0.21243,0.367256,0.121233,0.0942532,0.07848,-0.236871,-0.069227,-0.230556,0.553369,0.109193,0.0152225,-0.205412,0.181523,-0.0724855,-0.0472055,0.0565766,-0.0425164,0.112964,-0.00914762,0.0904825,0.0185925,-0.110253,-0.372584,-0.0896243
1.86176,-0.305027,0.15527,0.445499,0.283093,0.470966,0.745154,-0.217145,0.36556,0.163293,0.0488421,0.114042,-0.0675464,0.0676129,-0.136723,0.5438,0.105779,0.0238729,-0.228715,0.236539,-0.0288959,0.137256,0.00975092,-0.21195,-0.123997,0.077101,0.137806,0.0602653,-0.157606,-0.0554203,-0.0123629
1.87231,-0.362305,0.353156,0.283514,0.166591,0.54998,0.364042,-0.177973,0.36049,0.265759,0.070627,0.261978,-0.27365,0.0937911,-0.333514,0.494229,0.101413,-0.117484,-0.238681,0.196177,0.0575698,0.122094,0.0327091,0.150604,0.0484091,0.0334001,0.15324,-0.0679707,-0.111536,-0.122927,-0.0238018
2.14236,-0.393263,0.27844,0.208258,0.350804,0.42631,0.417171,-0.147775,0.392037,0.29759,-0.0473875,0.0642886,-0.620821,-0.219806,-0.326661,0.499808,0.150403,0.0136864,-0.179898,0.189614,-0.112368,0.0684932,0.0493635,0.110489,-0.0359065,0.0742666,0.0225536,0.0889882,-0.167842,-0.151758,0.0741958
2.32251,-0.715276,0.345921,0.133013,-0.226675,0.111331,0.115079,-0.133527,0.34743,0.00693554,0.00489146,0.0041696,0.00029834,0.00164894,-0.0119336,0.48034,0.182536,-0.0341418,-0.167092,0.20089,-0.0665108,0.162457,0.0430423,0.0711823,0.0323599,0.00866093,0.173414,0.342433,-0.0879591,-0.48842,-0.0284641
2.1984,-0.701815,0.280538,0.245995,0.0190329,0.399793,0.0882709,-0.182759,0.332602,0.120933,0.204373,0.00386527,-0.0737001,0.0762227,-0.0414543,0.500613,0.104636,-0.14799,-0.245561,0.186229,6.82946e-05,0.131841,-0.0204906,0.0715741,0.0316491,-0.059052,0.0961825,0.0431322,-0.127947,-0.239691,-0.152993
2.19467,-0.511249,0.313972,0.152731,0.142403,0.249556,0.36986,-0.137229,0.354257,0.186296,0.13622,0.146091,-0.308537,-0.0605449,-0.303102,0.46968,0.134447,-0.0477349,-0.228982,0.177219,0.190845,0.0764365,0.0225688,-0.109558,-0.061745,-0.0164762,0.013089,0.0352778,-0.120634,-0.266376,-0.0748029
2.23179,-0.544501,0.211783,0.027767,-0.0359115,-0.0692466,-0.272875,-0.178217,0.344179,0.166435,0.217862,0.129517,-0.0922548,0.0445331,-0.272193,0.531117,0.190136,-0.0555415,-0.190996,0.291264,0.0920817,0.210017,0.0993984,0.167233,-0.0220451,0.0219954,0.18184,0.258261,-0.0109874,-0.314274,-0.00301164
2.27592,-0.592734,0.156769,0.0490875,-0.131848,0.237815,0.195572,-0.12728,0.351616,0.113714,0.186192,0.023612,-0.0856896,0.101143,-0.174117,0.5519,0.222993,-0.0612171,-0.278786,0.144443,0.141005,0.0948975,0.00922144,0.0506845,-0.046763,-0.0932442,0.0971324,0.221923,-0.129287,-0.256943,-0.210886
2.05267,-0.361441,0.217752,0.390133,0.328584,0.491858,0.000707079,-0.172915,0.333404,0.0573412,0.11476,-0.0779085,-0.0528227,0.0343857,-0.0679141,0.54144,0.117699,0.0373844,-0.265334,0.0712079,0.0108592,0.162973,0.0267481,-0.067859,-0.0793775,-0.0651331,-0.0458032,0.11798,-0.251108,-0.0311775,-0.174806
1.55801,-0.148139,0.413309,0.349979,0.240864,0.625127,0.527288,-0.195727,0.351514,0.316563,0.0937075,0.368709,-0.265068,0.0930698,-0.14594,0.47457,0.166247,-0.0326158,-0.262651,0.218105,0.242645,0.0940123,0.0438535,0.0730743,-0.0904259,-0.0439508,0.101644,0.149305,-0.0727622,-0.250981,-0.188237
1.76222,-0.381873,0.253928,0.368073,0.558754,0.823378,0.309971,-0.188184,0.365357,0.112564,0.125342,0.159294,-0.201316,0.00839597,-0.0618321,0.466906,0.130051,0.150625,-0.110253,0.228582,-0.03259,0.115621,0.0166359,0.0525876,0.041509,-0.00240668,0.039874,-0.00492984,-0.0269338,-0.0610772,0.0148417
1.34924,-0.281751,0.396099,0.412727,0.606902,0.866146,0.564993,-0.253309,0.361055,0.11239,0.205408,0.178087,-0.0209587,0.173579,-0.103371,0.486513,0.160979,-0.116207,-0.214316,0.278746,0.15317,0.239981,0.121942,0.0488795,0.0327926,0.0373834,0.0967426,0.123421,-0.0592757,-0.0957245,-0.0666796
1.5675,-0.365536,0.334406,0.62693,0.470675,0.845538,0.490946,-0.243815,0.347469,0.164692,0.0637748,0.0233899,-0.193347,0.129794,-0.104011,0.458413,0.113897,-0.0206494,-0.118115,0.229645,0.0116489,0.124514,0.00570478,0.1276,0.117761,-0.0322259,0.101076,0.0837311,-0.0759647,-0.351124,-0.157562
1.68002,-0.32595,0.120552,0.737409,0.313239,0.682988,0.562225,-0.159392,0.350843,0.121414,0.21616,0.150556,-0.0266803,-0.0442898,0.0205041,0.510731,0.182466,-0.028926,-0.210416,0.280039,0.0762238,0.117152,0.0495302,-0.167672,0.0422037,0.0649856,0.213205,0.189578,-0.13092,0.0264049,-0.141639
1.51443,-0.385388,0.248384,0.823392,0.75886,0.88812,0.827652,-0.213896,0.352433,0.13687,0.130548,0.0538022,-0.329145,-0.0529337,-0.103877,0.526024,0.121731,0.0738482,-0.0974999,0.224861,-0.0331548,0.0914945,-0.0692304,0.0137223,-0.0401403,0.0699708,0.125041,0.158215,-0.0944784,-0.178362,-0.0758382
1.42367,-0.212805,0.233997,0.556986,0.469422,0.621424,0.795798,-0.264308,0.38524,0.306374,0.386948,0.350239,-0.252611,0.537319,-0.00569733,0.530132,0.155823,-0.120926,-0.351214,0.196699,-0.151419,0.130764,-0.0855841,0.0553537,-0.0649648,-0.214882,0.0539152,0.0898492,-0.267661,-0.199702,-0.286467
1.51697,-0.357394,0.448204,0.170685,0.373229,0.677698,0.34774,-0.278879,0.319575,0.168272,0.367982,0.235071,-0.0803491,0.186175,0.127621,0.471968,0.120439,-0.00929591,-0.295904,0.222865,0.0261237,0.207499,-0.0285635,0.0665991,0.0113077,0.00335266,0.0338618,0.033685,-0.0419978,-0.121447,-0.030534
1.87041,-0.416063,0.130644,0.483696,0.29382,0.587537,0.705894,-0.198571,0.357317,0.252974,0.252077,0.261767,-0.328431,0.322226,-0.08208,0.527732,0.141814,-0.201606,-0.333953,0.114516,0.0664351,0.0887376,-0.0256441,-0.181349,-0.033009,-0.0556083,-0.0190521,-0.0398094,-0.226293,-0.141845,0.0564099
1.80239,-0.479484,0.613268,0.405832,0.38012,0.652032,0.342096,-0.161334,0.331571,0.186326,-0.0635091,-0.0123227,-0.460438,0.093064,-0.198166,0.44378,0.20193,-0.227022,-0.296549,0.171069,-0.033654,0.124683,0.0124467,0.0226036,-0.0575507,-0.0838956,0.0288302,0.134407,-0.15746,-0.388065,-0.106081
2.01161,-0.315663,0.228948,0.139397,0.299135,0.25881,0.489279,-0.174782,0.376363,0.250077,0.306861,0.212492,-0.184528,0.142414,-0.16312,0.508002,0.153796,-0.105866,-0.265701,0.102419,-0.263589,0.115061,-0.0289193,-0.00925579,-0.0837022,-0.0348294,0.0584091,-0.00677786,-0.17037,-0.375494,-0.0870684
2.12555,-0.28126,0.0271571,0.351901,0.187486,0.591677,0.360412,-0.166456,0.3431,0.373093,0.136954,0.157985,-0.354614,-0.137009,-0.303795,0.48833,0.112617,-0.0340728,-0.287726,0.10915,0.000460578,0.153909,0.0703733,0.119565,-0.0270182,-0.0396842,0.0790989,-0.0132423,-0.19681,-0.262383,-0.117261
2.32377,-0.416134,0.236269,0.166314,0.0506245,0.23424,0.158853,-0.143593,0.372734,0.208978,0.0427017,-0.167318,-0.423539,-0.157421,-0.302545,0.469308,0.154691,-0.0520822,-0.190192,0.149416,-0.0367898,0.191369,0.0133278,0.0623971,-0.0806895,0.0332928,0.0855299,0.146171,-0.113636,0.0620252,0.0208748
2.05012,-0.673404,0.0498622,0.307514,0.424371,0.421671,0.29526,-0.217044,0.344444,0.263574,0.421124,0.155415,-0.00766234,0.116172,-0.283321,0.497529,0.229799,-0.11018,-0.163571,0.197419,-0.0938552,0.168105,0.0681089,0.164047,0.0103988,0.0602551,0.123128,0.150856,-0.0326601,-0.223597,-0.21409
