alpha,public,urban,primary,secondary,tertiary,n_services,log_ID_p_bldgspace,logVisits,logVisitsPP_TB,sigma,sigma_c,Ethiopia,Georgia,India,Kenya,Philippines
1.47863,-0.266041,0.417862,0.17232,0.179918,-0.179184,0.191899,0.0861567,-0.222777,-0.599866,0.663261,0.22055,-0.194397,0.0098117,-0.541996,-0.286125,-0.0964859
1.2277,-0.494604,0.320634,0.24882,0.528466,0.202358,0.257593,0.0891377,-0.34439,-0.390997,0.691675,0.133683,0.130441,0.242403,-0.114959,-0.051197,0.040562
1.13597,-0.329272,0.234961,0.258675,0.700605,0.269203,0.261365,0.0327942,-0.382775,-0.556053,0.657139,0.261022,0.0115185,0.0315832,-0.293558,-0.184618,0.108317
1.07698,-0.366691,0.539785,0.097695,0.724932,0.198253,0.263112,-0.0575712,-0.348467,-0.515867,0.684692,0.00135056,0.00269124,0.00163865,-0.00105388,0.00114021,-0.000908845
1.2188,-0.381045,0.287732,0.327765,0.477319,0.279205,0.270052,0.0503831,-0.488058,-0.470054,0.738487,0.106936,0.0790165,-0.034029,-0.0355725,-0.0717196,0.105251
1.44991,-0.447202,0.198682,0.0797127,0.501642,0.0523049,0.12744,0.0380181,-0.351994,-0.284764,0.681705,0.0883513,0.0820632,-0.0119067,-0.374323,-0.0268748,-0.155162
1.01679,-0.197974,0.262903,0.0449562,0.775308,-0.195722,0.14559,0.0743101,-0.271486,-0.500943,0.667614,0.158905,0.209505,0.195377,-0.173781,0.0948508,0.210844
1.43419,-0.438254,-0.0275545,0.185026,0.340547,0.230401,0.110826,0.1548,-0.18697,-0.371015,0.750674,0.371864,0.0180276,0.299491,-0.389778,-0.0652345,0.102668
1.23978,-0.372628,0.523053,0.182334,0.512078,0.157628,0.155283,-0.0531119,-0.318194,-0.372195,0.698764,0.171638,0.016205,0.0749722,-0.236144,-0.066116,-0.117787
1.30659,-0.400704,0.197219,0.190429,0.49031,0.222293,0.208076,0.0462931,-0.366614,-0.431065,0.703173,0.259337,0.23546,0.169079,-0.356475,-0.117562,0.0233722
1.1222,-0.373837,0.282089,0.180382,0.688184,0.0963934,0.220054,0.0463662,-0.361569,-0.423785,0.694728,0.250516,0.299471,0.0934591,-0.190231,0.0456556,0.2118
1.02791,-0.363785,0.426593,-0.05197,0.34183,-0.365981,0.11932,-0.0241694,-0.116286,-0.579151,0.697276,0.363494,0.0785279,0.355756,-0.343371,0.0544818,0.428712
1.23848,-0.387303,0.433508,0.225124,0.477822,-0.451572,0.163453,0.0501684,-0.189399,-0.391285,0.722794,0.219345,0.150942,0.251078,-0.542368,0.0219222,0.0597442
1.32478,-0.395121,0.133613,0.372777,0.500187,0.256511,0.149126,0.0507589,-0.277206,-0.567094,0.673504,0.16131,0.0537881,-0.00920803,-0.345272,-0.297756,0.0580495
1.33385,-0.330553,0.29533,0.172099,0.434772,-0.318632,0.235986,-0.0633502,-0.239785,-0.52902,0.784234,0.0714557,0.0364401,0.000712713,-0.178475,-0.0583839,0.0676641
0.986958,-0.240072,0.299324,0.0385786,0.419689,0.475466,0.0774401,0.0503986,-0.119994,-0.505226,0.721633,0.392786,0.214392,0.528059,-0.76559,0.0454909,0.469214
1.08053,-0.326832,0.424654,0.0449661,0.256287,-0.303676,0.144796,0.00102121,-0.241814,-0.470091,0.65463,0.347205,0.294773,0.49228,-0.34448,-0.0612518,0.381197
1.05725,-0.327793,0.428586,0.399138,0.786401,0.327593,0.265221,0.0357991,-0.416383,-0.379343,0.77184,0.164672,0.309921,0.271952,-0.24051,0.0155522,0.0348058
1.176,-0.304677,0.213292,0.422831,0.581774,0.215685,0.167959,0.0827693,-0.339538,-0.423032,0.659486,0.0444925,0.0423608,-0.0117765,-0.0604093,-0.0887495,0.0250311
1.20419,-0.365992,0.288629,0.0230457,0.34124,-0.117932,0.234395,0.0459652,-0.275518,-0.400312,0.685222,0.203429,0.247779,0.318774,-0.0958993,-0.0891985,0.341682
1.27959,-0.401828,0.23631,0.116449,0.328025,-0.078899,0.0523041,0.147571,-0.229227,-0.425296,0.688512,0.302548,0.244568,0.166944,-0.787102,0.154535,0.181373
1.42127,-0.369701,0.163545,0.224185,0.0768174,0.0498345,0.129981,0.0767227,-0.235694,-0.458138,0.791035,0.0817369,-0.00230198,-0.0321514,-0.141209,0.153239,0.123238
1.24651,-0.310535,0.259697,0.187195,0.163735,-0.0643297,0.175015,0.00229914,-0.30433,-0.543587,0.78636,0.0943851,0.0240711,-0.0601848,-0.106417,0.0295074,0.165135
1.53713,-0.469734,0.238909,0.157961,0.247377,-0.028813,0.0921697,0.0723808,-0.128462,-0.431187,0.683537,0.244908,0.119369,0.0408671,-0.816071,-0.356942,-0.076718
1.03205,-0.257371,0.335313,0.115712,0.499804,0.396899,0.286778,0.11315,-0.334457,-0.394237,0.680404,0.317446,0.256696,0.346403,-0.403531,-0.149245,0.00954312
1.06244,-0.284315,0.325334,0.153985,0.712741,0.301212,0.242905,0.0495553,-0.427517,-0.403549,0.693485,0.302841,0.202534,0.122154,-0.390645,-0.0813937,-0.0756844
0.802069,-0.221555,0.477466,0.231093,0.576056,0.513534,0.159567,0.0720701,-0.35671,-0.0820705,0.696556,0.284808,0.354942,0.466484,-0.309395,0.0183865,-0.0704496
1.12369,-0.307483,0.253972,0.335178,0.477651,-0.140218,0.224384,0.0996657,-0.146334,-0.485361,0.667759,0.300891,0.144019,0.215351,-0.690546,0.130471,0.313122
1.44595,-0.301274,0.209748,0.1212,0.215118,-0.234706,0.0460341,0.175036,-0.154413,-0.291029,0.752907,0.331153,0.0445862,0.16414,-0.5071,0.360068,0.0436896
1.18088,-0.300969,0.302105,0.306148,0.405101,0.229402,0.212798,0.125454,-0.351429,-0.388447,0.627235,0.54466,0.0493057,0.272427,-0.363732,-0.190794,0.00739264
1.30101,-0.468625,0.31563,0.280975,0.508535,-0.026054,0.240382,0.0481763,-0.375413,-0.45064,0.66314,0.156145,-0.0237428,0.187604,-0.177278,-0.0810937,0.00991106
1.18336,-0.343667,0.290053,-0.0831778,0.357906,-0.408084,0.148469,0.0174937,-0.214557,-0.421896,0.668992,0.258369,0.181097,0.558212,-0.149765,-0.00991112,0.22914
1.09893,-0.32867,0.40001,0.0137904,0.521731,-0.0613848,0.133123,0.18032,-0.328519,-0.276668,0.704061,0.165451,-0.0426778,0.244049,-0.404516,0.0670643,-0.203109
1.51191,-0.450156,0.12791,0.187209,0.148774,6.35343e-06,0.104268,0.112946,-0.138101,-0.411653,0.6646,0.33906,0.117867,0.435047,-0.691431,-0.116894,0.152454
1.09156,-0.364871,0.244475,0.234643,0.749068,0.0794221,0.254209,0.0267182,-0.315565,-0.460938,0.817745,0.137867,0.0594649,0.0696009,-0.055949,-0.0280814,0.183416
1.2781,-0.292182,0.22862,0.140829,0.6678,-0.0948661,0.147467,0.0725149,-0.352632,-0.565104,0.711239,0.092937,0.0123318,0.090931,-0.0472692,-0.0994032,0.0335669
1.30328,-0.415122,0.145235,0.000518824,0.318359,0.376131,0.347084,0.0644078,-0.353529,-0.458911,0.766892,0.101285,0.149959,-0.0514641,-0.0284922,-0.118283,0.0967218
1.21855,-0.204323,0.148384,0.0895795,0.777919,0.222839,0.136749,0.0532314,-0.230576,-0.5069,0.784002,0.390714,0.0647851,0.0390895,-0.885356,0.278432,0.142645
1.29263,-0.500442,0.450654,-0.215935,0.120978,-0.223474,0.192237,0.0251714,-0.304866,-0.560717,0.712891,0.165061,0.0505792,0.176604,-0.105517,0.126865,0.201599
1.64284,-0.41011,0.184332,0.0750762,0.279548,-0.184619,0.241985,0.138055,-0.228721,-0.436723,0.741522,0.374779,-0.158777,0.296647,-0.775062,-0.241694,-0.174538
1.21584,-0.351484,0.273969,0.318472,0.599066,0.195004,0.194786,0.0460226,-0.346099,-0.47257,0.787604,0.17859,0.04202,0.150193,-0.150035,0.0885897,0.0638922
1.38883,-0.424413,0.225983,0.0655912,0.351198,0.19781,0.142598,0.05786,-0.175772,-0.499558,0.691676,0.364088,0.0525863,0.248034,-0.394747,-0.189409,0.396154
1.28028,-0.296048,0.370189,0.255799,0.3183,-0.346239,0.218526,0.0363782,-0.221384,-0.428021,0.729365,0.257329,0.0861971,0.108626,-0.350667,-0.232085,-0.230314
1.18119,-0.329158,0.293665,0.135915,0.62392,-0.286153,0.122673,0.0449335,-0.197115,-0.444871,0.719006,0.314666,0.0753228,0.0465322,-0.527767,0.0651696,0.156906
1.08849,-0.238845,0.451463,0.311865,0.331765,-0.327893,0.109659,-0.00425825,-0.277274,-0.367698,0.720833,0.247689,0.260335,-0.0958763,-0.27881,-0.107965,-0.024647
1.2071,-0.419473,0.367517,0.348543,0.575902,0.191793,0.279617,0.0569706,-0.391228,-0.390697,0.767318,0.160944,0.118349,-0.0144475,-0.310242,-0.064985,0.110728
1.32304,-0.354344,0.195038,0.498043,0.624745,-0.129649,0.294598,0.0322984,-0.374114,-0.511002,0.766882,0.0768451,0.178287,0.082937,-0.0745414,-0.0683785,-0.0157586
1.3175,-0.303692,0.259128,0.0689687,0.505555,-0.0725154,0.138851,0.10192,-0.249602,-0.491269,0.682417,0.42415,0.178476,0.107562,-0.645315,0.0114757,-0.0515112
1.13644,-0.3338,0.211861,0.123777,0.581546,0.377494,0.12913,0.022849,-0.202636,-0.698142,0.760199,0.264089,0.400621,0.109579,-0.444293,0.0339325,0.415801
1.06282,-0.31777,0.495044,0.0808808,0.70503,0.0323224,0.253859,-0.0416034,-0.391875,-0.424685,0.699169,0.21431,0.0518048,-0.0421371,-0.374004,0.0690127,0.129921
1.00446,-0.282868,0.198873,0.4369,0.667585,-0.109696,0.145669,0.0694881,-0.349816,-0.267452,0.727765,0.294971,0.489933,0.281045,-0.360764,-0.00687218,-0.0525463
1.29705,-0.449052,0.219605,-0.0295468,0.304528,-0.0637208,0.124233,0.0298096,-0.141542,-0.659506,0.782853,0.463081,0.328581,0.379508,-0.710009,0.114149,0.438999
1.29027,-0.287198,0.280943,0.200949,0.593085,-0.0839811,0.169126,0.0400699,-0.193762,-0.390145,0.743792,0.314661,-0.0767241,0.0601227,-0.416696,-0.140131,0.0362234
1.11795,-0.26857,0.16581,0.239879,0.406868,-0.179755,0.192446,0.0352883,-0.307305,-0.325568,0.63745,0.148182,0.371106,0.344958,-0.139038,0.0382131,0.128253
1.22037,-0.415317,0.371912,0.359871,0.527643,0.296372,0.250187,0.0663338,-0.433844,-0.430253,0.722532,0.0866734,0.0843629,0.123819,-0.166011,0.0579832,-0.0520445
1.06499,-0.279341,0.444785,0.0976178,0.506128,0.0228353,0.099636,0.0219513,-0.279607,-0.429694,0.748055,0.450282,-0.00628226,0.142179,-0.719797,0.0835731,0.125393
1.32213,-0.497043,0.0533782,0.225666,0.583661,0.439027,0.169993,0.0611655,-0.280529,-0.439718,0.799218,0.0765717,0.129009,0.0237598,-0.011376,-0.00415225,-0.0703401
1.48813,-0.384293,0.236024,-0.0530623,0.440724,-0.258466,0.115819,0.0587575,-0.284245,-0.306458,0.757489,0.290755,0.0632173,-0.00542899,-0.51349,-0.0244022,0.0360703
1.18457,-0.306579,0.308791,0.415635,0.782608,0.250966,0.261721,0.0647628,-0.357485,-0.500423,0.798028,0.588563,-0.106841,-0.175539,-0.601628,-0.149861,0.186115
1.22999,-0.308825,0.23049,0.162091,0.331514,-0.0499214,0.183832,0.0242113,-0.215631,-0.502395,0.781014,0.0896035,-0.0290971,0.0534707,-0.0781551,0.213677,0.0123714
1.30382,-0.241975,0.314839,-0.101829,0.204822,0.31732,0.269649,-0.097127,-0.31366,-0.37718,0.781111,0.435457,0.193007,0.244315,-0.682842,-0.108108,0.0351217
1.59883,-0.353284,0.323073,-0.0377093,0.180712,-0.215904,0.275273,0.142557,-0.334179,-0.34364,0.634119,0.241202,-0.0776317,0.320882,-0.30146,-0.316235,-0.220739
0.785964,-0.327144,0.379492,0.3404,0.582657,0.180006,0.0566628,0.10033,-0.214821,-0.413951,0.820631,0.544133,0.347758,0.257889,-0.417961,0.283858,0.301382
1.16143,-0.271225,0.334651,-0.0352195,0.536414,-0.176089,0.154749,0.0376681,-0.255087,-0.140041,0.69834,0.114794,-0.0507387,0.0788433,-0.29132,0.0157563,-0.118394
1.23971,-0.370456,0.405648,0.160667,0.537319,-0.0737001,0.260039,0.0067634,-0.331508,-0.369416,0.709806,0.164364,-0.0360855,0.0371742,-0.448453,-0.194594,0.192565
1.06459,-0.27522,0.352526,0.0884739,0.398734,-0.244849,0.170104,0.0178483,-0.140878,-0.471946,0.725102,0.412327,-0.0568962,0.498445,-0.133753,0.0788449,0.381499
1.34374,-0.363153,0.254857,-0.000917005,0.242515,0.0128983,0.183534,0.0454772,-0.271581,-0.407487,0.734276,0.258435,0.147077,0.24254,-0.39586,-0.0105462,0.0775756
1.25343,-0.277586,0.376816,-0.237758,0.345938,0.385089,0.0716203,-0.0153386,-0.234617,-0.564222,0.726145,0.342255,-0.0857806,-0.0727965,-0.49981,-0.106332,-0.103495
0.946179,-0.294113,0.270679,0.318496,0.5488,-0.00977461,0.312001,0.10018,-0.388856,-0.479865,0.741414,0.296936,0.210355,0.600768,-0.00952926,0.108627,0.216064
1.22423,-0.353521,0.240149,0.142302,0.176674,-0.0256577,0.23366,-0.00369844,-0.254722,-0.475339,0.681018,0.126443,0.236017,0.0851098,-0.213208,-0.0507633,0.0562673
1.3984,-0.329829,0.247848,0.19041,0.238341,-0.00450872,0.231256,0.0441329,-0.23788,-0.534562,0.776806,0.151671,-0.0902078,0.0550412,-0.328247,-0.148019,0.0574237
1.06089,-0.262754,0.308956,0.168691,0.581463,0.298001,0.18284,0.0300377,-0.278856,-0.534625,0.689604,0.128149,0.091464,0.144244,-0.0687057,0.0481388,0.0950298
1.27758,-0.41182,0.50346,0.0111165,0.393076,-0.580191,0.0795821,0.142868,-0.224493,-0.196404,0.758446,0.337394,0.12066,0.385972,-0.405662,0.0258375,-0.0908963
1.17868,-0.412485,0.390681,0.212513,0.450537,0.672805,0.26928,0.107692,-0.439115,-0.518294,0.762515,0.25589,0.14312,-0.0573257,-0.366973,0.115812,0.114336
1.07893,-0.372852,0.360634,0.0137333,0.371307,-0.0515754,0.21725,0.136445,-0.319451,-0.402692,0.642586,0.407802,0.232334,0.733309,-0.454977,0.0817976,0.198378
1.01957,-0.3672,0.273807,0.231189,0.493055,0.180121,0.148766,-0.0411254,-0.306522,-0.387708,0.738633,0.105824,0.142809,0.187849,-0.00979962,0.010624,0.135662
1.19797,-0.329769,0.243103,0.264513,0.725409,0.565529,0.268203,0.071593,-0.435556,-0.355507,0.67623,0.168781,-0.0192969,-0.0374263,-0.235056,0.00185475,-0.149155
1.39526,-0.330699,0.271621,0.0912744,0.37024,-0.41461,0.0953913,0.0598499,-0.125382,-0.466248,0.713759,0.369206,0.262092,0.13336,-0.915526,-0.0505775,0.320643
1.30116,-0.460453,0.358113,0.236519,0.445417,0.091366,0.337143,0.102338,-0.395416,-0.444765,0.684298,0.166744,0.0574818,-0.0139178,-0.0130427,-0.0251663,0.0610474
1.45263,-0.38677,0.39366,0.0523853,0.43613,-0.372512,0.255209,0.02707,-0.248089,-0.367615,0.671211,0.160108,-0.0866894,0.203863,-0.269621,-0.187054,-0.160725
1.2188,-0.292076,0.265729,0.203996,0.328265,-0.0386801,0.272676,0.0306424,-0.390708,-0.479227,0.797373,0.0608434,-0.082202,0.0361718,0.00223977,0.0609974,0.052142
1.24099,-0.264382,0.280635,0.0471827,0.16182,-0.0305651,0.164281,0.0335199,-0.222432,-0.535901,0.78564,0.135414,0.0762664,-0.0351109,-0.324386,0.0736723,0.0587607
1.15415,-0.220304,0.257394,0.437328,0.484,-0.00872431,0.182156,0.144234,-0.323748,-0.254667,0.713854,0.271636,0.166182,0.33215,-0.721118,-0.248206,-0.0561318
1.16739,-0.315712,0.261123,0.198677,0.69027,0.000214387,0.210608,0.0291875,-0.358977,-0.507736,0.724866,0.228053,-0.0482942,0.198491,-0.544425,0.00359673,0.105496
1.17815,-0.360913,0.273152,0.298664,0.484584,0.338792,0.180176,-0.0296387,-0.271151,-0.492318,0.672378,0.149868,0.23952,-0.000757553,-0.470342,0.00394394,-0.00190674
1.43913,-0.436488,0.244968,0.290513,0.40947,0.416909,0.252764,0.133188,-0.348656,-0.432601,0.695296,0.14326,-0.0478964,0.0128118,-0.428664,-0.263713,-0.0536333
1.12607,-0.348812,0.242676,0.196316,0.502841,0.00948318,0.286697,0.136525,-0.361094,-0.490119,0.695268,0.228749,-0.0671305,0.60548,-0.127992,0.0126463,0.242476
1.17942,-0.203157,0.428922,-0.154839,0.407475,0.0803807,0.256955,0.0962087,-0.296164,-0.395466,0.658882,0.222528,0.0181138,0.595436,-0.528458,0.0769637,0.11387
1.18907,-0.41023,0.368724,0.0536691,0.352123,-0.147688,0.123771,0.0958051,-0.25596,-0.359362,0.695896,0.297637,0.382024,0.210074,-0.703976,-0.0427723,0.0599568
1.14932,-0.354965,0.386618,0.237795,0.464431,0.0509908,0.294367,0.0803484,-0.333856,-0.332642,0.795243,0.136976,0.23525,0.327877,0.105596,-0.0751635,0.0556751
1.18944,-0.449291,0.203993,0.168006,0.619777,0.336719,0.265938,-0.0241814,-0.34218,-0.446801,0.665652,0.156492,0.251018,0.222309,-0.259813,0.0824644,0.0445306
1.30948,-0.29847,0.189043,0.29607,0.490626,0.269051,0.187989,0.0261523,-0.274957,-0.476492,0.744119,0.299867,-0.154851,0.148496,-0.347383,-0.0925979,0.0459211
1.30936,-0.375626,0.499513,0.0117841,0.444619,0.274586,0.173038,-0.0900416,-0.257108,-0.453609,0.789177,0.199978,-0.294078,0.047908,-0.420152,0.0817611,-0.0488697
1.3072,-0.344941,0.253071,0.213113,0.558383,0.324039,0.258429,0.0214691,-0.346648,-0.697519,0.719496,0.082692,0.0880087,0.0255174,-0.0929536,-0.0388768,0.0149237
1.15312,-0.495174,0.214496,0.281554,0.484737,-0.129086,0.111689,0.128777,-0.230458,-0.410735,0.639024,0.490824,0.456698,0.404605,-0.489736,0.109578,0.353286
0.996509,-0.366058,0.322535,0.405509,0.900133,0.425319,0.297308,0.0785668,-0.507631,-0.526378,0.718653,0.0442392,0.0230699,0.0413185,-0.0166014,0.0252591,0.0221313
1.54294,-0.340924,0.099126,0.20077,0.493686,0.20218,0.11758,0.0718039,-0.142708,-0.734381,0.575229,0.363679,-0.351273,0.0464272,-1.04758,-0.266872,0.154767
1.5044,-0.378439,0.459575,-0.0992588,0.291999,-0.150292,0.192508,0.0701,-0.208742,-0.635217,0.748713,0.131162,-0.118506,-0.034344,-0.188441,-0.230523,-0.091861
1.0598,-0.349617,0.354459,0.198951,0.3026,-0.139022,0.133616,0.0855259,-0.257139,-0.499334,0.727753,0.232621,0.104825,0.284956,-0.433217,0.3874,0.146855
1.13985,-0.350671,0.355701,0.271834,0.469831,-0.478872,0.154359,0.130046,-0.335494,-0.431693,0.767049,0.285235,0.195679,0.176124,-0.110908,-0.0433154,0.103476
1.24541,-0.364028,0.27225,0.301367,0.170941,0.0226366,0.229874,0.030369,-0.307592,-0.393732,0.828457,0.0203709,0.0375871,0.0409649,0.00660503,-0.0019961,-0.011838
1.54479,-0.35627,0.32572,0.119406,-0.0469362,-0.0764006,0.223644,0.1025,-0.393812,-0.295667,0.740177,0.249133,0.10719,0.314096,-0.445784,-0.234826,-0.210752
1.37052,-0.349544,0.282754,0.299192,0.39649,0.0697369,0.270203,0.0288019,-0.296615,-0.52922,0.661028,0.244386,-0.135574,0.0778654,-0.402122,-0.109429,0.258011
1.20684,-0.417004,0.471088,0.185281,0.31938,-0.0998372,0.170364,-0.0102148,-0.284796,-0.432494,0.7573,0.0773302,0.0437764,-0.0963063,-0.0219558,0.0377759,0.0331199
1.32873,-0.32372,0.0948534,0.274352,0.561191,-0.455251,0.14876,0.13106,-0.153571,-0.580845,0.708833,0.473925,-0.0172506,0.295403,-0.774322,-0.243662,0.167544
1.22573,-0.43814,0.215518,0.202645,0.460197,-0.291972,0.233518,0.0454001,-0.255985,-0.392658,0.617298,0.31021,0.286859,0.214384,-0.29356,-0.0794927,0.470401
1.20548,-0.363773,0.384681,0.173106,0.395236,-0.142254,0.22043,0.119488,-0.294191,-0.502028,0.683363,0.179723,-0.0558162,0.29997,-0.16415,-0.06536,0.0537617
1.51198,-0.421671,0.397899,-0.0353385,0.218424,-0.417556,0.116648,0.0879146,-0.0872602,-0.507585,0.727664,0.588646,-0.175191,0.297057,-0.803762,-0.408823,-0.0728825
1.15896,-0.421922,0.305958,0.394082,0.612004,0.165279,0.262135,0.128097,-0.425448,-0.522613,0.755837,0.240889,0.198304,0.0953055,-0.335635,0.0263744,0.133755
1.28597,-0.313145,0.215068,0.277001,0.372503,0.169357,0.19972,0.102231,-0.362617,-0.198964,0.728359,0.526636,0.139915,0.175922,-0.553592,0.0024921,-0.177732
1.02568,-0.315904,0.459251,0.217508,0.601419,-0.175654,0.163436,0.0408879,-0.253235,-0.310921,0.679144,0.191237,0.288572,0.272067,-0.44587,0.0974702,0.127349
0.771984,-0.199989,0.510206,0.176658,0.498792,0.179196,0.105534,0.00872881,-0.278096,-0.388282,0.739029,0.306032,0.574375,0.135819,-0.431568,-0.00334587,0.103292
1.42707,-0.443589,0.227462,0.275997,0.388974,0.0760719,0.256514,0.0686423,-0.308499,-0.464995,0.715923,0.117139,-0.0762429,-0.0710559,-0.12819,-0.0310359,-0.00812575
0.922878,-0.44572,0.284011,0.129197,0.622937,0.50113,0.182269,0.0776916,-0.42924,-0.0828775,0.702763,0.268265,0.309462,0.41644,-0.249284,0.289756,-0.0166307
1.46741,-0.560343,0.30998,0.0327833,0.423507,0.187517,0.268018,0.0811852,-0.34455,-0.485708,0.739563,0.0520119,-0.0498905,-0.0475331,-0.0516241,-0.0700774,-0.0172079
1.23379,-0.336413,0.539345,-0.111403,0.171566,-0.168952,0.212058,-0.0200341,-0.308493,-0.399049,0.688214,0.00756539,0.00297277,0.00966474,0.0109762,0.0197807,-0.00855495
1.2581,-0.335835,0.2995,0.148253,0.410275,-0.0693061,0.202102,0.124805,-0.353023,-0.41867,0.664435,0.306689,0.314539,0.131515,-0.360866,0.0117448,0.0289706
0.951958,-0.298517,0.380618,0.296576,0.648253,-0.114494,0.228689,0.0502176,-0.274593,-0.714401,0.737793,0.0874998,0.0850971,0.0994004,-0.15662,-0.0406993,0.16327
1.27229,-0.411994,0.388541,0.188963,0.470969,0.124823,0.123135,0.0282259,-0.298602,-0.4133,0.699945,0.239525,-0.016883,-0.106533,-0.42261,0.106636,0.0100551
1.37465,-0.275821,0.49788,-0.274076,0.493664,-0.154287,0.148144,0.000540872,-0.226066,-0.446602,0.700844,0.196645,0.0699132,-0.106721,-0.481093,-0.29205,-0.160627
1.306,-0.365118,0.533853,-0.0724759,0.439414,-0.338174,0.183254,-0.00691357,-0.32791,-0.283171,0.785939,0.123784,0.231338,-0.168627,-0.192842,-0.088521,-0.0997213
0.84114,-0.331836,0.411487,0.324818,0.524981,-0.196585,0.166908,0.0173029,-0.25513,-0.465869,0.702009,0.397576,0.505758,0.117675,-0.397004,-0.0511258,0.593872
1.21021,-0.406309,0.265781,0.0941365,0.541363,0.299387,0.277898,0.0103824,-0.315415,-0.391078,0.75198,0.400772,0.119411,0.332771,-0.464649,-0.0479541,0.109828
1.11621,-0.44522,0.359094,0.489472,0.439825,0.287111,0.280682,0.13697,-0.306434,-0.32438,0.805761,0.386849,0.198514,0.412549,-0.550335,-0.494417,0.103957
0.972899,-0.373796,0.40695,0.325563,0.340612,0.0936882,0.226175,-0.0162038,-0.234342,-0.421061,0.680885,0.161789,0.200457,0.199141,-0.115322,-0.105868,0.32956
1.21043,-0.38529,0.399256,0.272064,0.530038,0.124311,0.220194,0.169563,-0.446018,-0.39749,0.773258,0.049097,-0.0606023,0.00832318,-0.0941916,-0.0233854,-0.0897311
1.13379,-0.388895,0.424358,0.139679,0.591548,0.138107,0.173817,-0.0300831,-0.29996,-0.444802,0.633755,0.238624,0.507832,0.0631474,-0.531075,-0.10649,-0.0175175
1.27816,-0.31991,0.260702,0.0561402,0.600802,0.346048,0.237109,0.0604997,-0.409762,-0.322019,0.782546,0.132968,-0.103483,0.156935,-0.229996,-0.300749,-0.151719
1.24699,-0.484604,0.223362,0.0383822,0.522836,-0.0273801,0.135292,0.0594194,-0.154359,-0.565092,0.825911,0.301066,0.297207,0.330753,-0.258893,0.227796,0.114695
1.38653,-0.364228,0.101238,0.151088,0.497043,-0.0348381,0.205481,0.129272,-0.301021,-0.320628,0.677334,0.291171,0.210083,0.520848,-0.380001,-0.250792,0.0714106
1.33808,-0.317562,-0.0243205,0.343885,0.544412,0.205145,0.253119,0.0274452,-0.249117,-0.491994,0.761416,0.181921,-0.178373,0.376142,-0.266121,0.113661,0.00201218
1.32842,-0.321367,0.177676,0.0706488,0.528566,0.178371,0.342392,0.0198143,-0.432521,-0.427284,0.854877,0.124509,0.023754,-0.00582879,-0.142208,-0.100391,0.0811956
1.54154,-0.382606,0.303754,0.061888,0.216731,0.348718,0.217835,0.0597463,-0.273919,-0.366469,0.70461,0.342813,-0.156047,0.0523202,-0.897758,-0.0886878,-0.474686
1.42277,-0.349441,0.129416,0.0395763,0.166288,-0.1864,0.128869,0.0861124,-0.170749,-0.518959,0.65077,0.184704,0.0542884,0.022873,-0.426251,0.0470643,0.0169588
1.32269,-0.35808,0.415255,0.210008,0.307736,-0.22499,0.187857,0.130887,-0.356373,-0.363912,0.74038,0.328189,-0.131469,-0.0385284,-0.415357,-0.240882,-0.0262124
0.824075,-0.347851,0.360277,0.272877,0.526903,0.00304084,0.222323,0.055785,-0.272423,-0.347334,0.736401,0.326887,0.268256,0.760347,0.028066,0.1229,0.491565
0.923079,-0.353125,0.276736,0.115992,0.561463,-0.270445,0.0964643,0.195469,-0.190601,-0.553851,0.672613,0.548378,0.321036,0.656066,-0.16255,0.258016,0.591606
1.27237,-0.353979,0.39625,0.36531,0.230697,0.0754785,0.120369,0.129063,-0.240565,-0.429487,0.768617,0.433083,-0.0258076,0.165582,-0.486782,-0.158977,0.032718
1.36229,-0.375402,0.26072,-0.239157,0.171103,-0.112517,0.217852,0.0733761,-0.182103,-0.665757,0.710538,0.501655,-0.197404,0.440101,-0.39988,0.13372,0.166722
1.47177,-0.293109,0.153444,-0.0526865,0.567772,-0.0555381,0.177358,0.14568,-0.20568,-0.42095,0.709173,0.3417,-0.0311156,0.089905,-0.529145,-0.0797046,-0.175072
1.20005,-0.42626,0.456216,0.147993,0.257382,0.0116345,0.248993,0.040348,-0.309289,-0.263464,0.717291,0.182569,0.250363,0.321428,-0.286905,-0.133365,0.0905759
1.23579,-0.343245,0.261936,0.248149,0.508681,0.356771,0.142349,-0.0149178,-0.229011,-0.428535,0.784443,0.0770319,0.0442086,-0.124553,-0.0729761,-0.0554508,0.111584
1.27235,-0.369961,0.346607,0.00581722,0.368447,-0.028486,0.212096,0.0623921,-0.336342,-0.474925,0.672985,0.154459,0.110722,0.184223,-0.429226,0.0266102,-0.0523366
1.2211,-0.435707,0.273273,0.33621,0.640556,0.479496,0.365814,-0.069163,-0.513424,-0.375082,0.765862,0.031022,-0.0064457,0.0610686,0.00815742,-0.0266112,0.0116506
1.22914,-0.430767,0.458769,0.106289,0.423165,0.00538767,0.254,-0.0113728,-0.333577,-0.460517,0.767531,0.0738201,0.0494721,-0.0629601,-0.0204151,0.051635,0.03132
1.22568,-0.429051,0.350942,-0.0178834,0.287392,0.0446936,0.253823,0.0680675,-0.34349,-0.398898,0.690404,0.0595756,0.0236316,0.0597061,-0.0967856,0.0141954,-0.00607352
1.51459,-0.288294,0.131474,-0.0171509,0.601957,0.306426,0.208063,-0.0220848,-0.285958,-0.696512,0.697632,0.203303,-0.300046,-0.282092,-0.365311,-0.203378,-0.0176062
